


[ 4.54077154e-01  4.70698357e-01 -4.31393410e-08],[0.44948274 0.49346209 0.00086191],[0.45324397 0.50998527 0.00156913],[0.46008933 0.51515317 0.00163831],[0.46585959 0.51131535 0.00174713],[0.46875185 0.51462978 0.00428914],[0.46677288 0.51978046 0.00323156],[0.46216723 0.51511097 0.00066238],[ 0.45931336  0.50924009 -0.00105699],[0.47490531 0.50761908 0.00309431],[0.47171369 0.51147854 0.00343117],[0.4669967  0.50815988 0.00149061],[ 4.64253247e-01  5.03257096e-01 -1.03008169e-04],[0.47848764 0.49839431 0.00174719],[0.47532094 0.50274533 0.00237774],[0.47058091 0.50078619 0.00192445],[0.46770138 0.4968116  0.00135213],[4.80077684e-01 4.89156067e-01 3.60250619e-04],[0.47805062 0.49294844 0.00169906],[0.47418681 0.49173167 0.00326993],[0.47162402 0.48865086 0.00445342]
[ 3.74285877e-01  6.11723423e-01 -2.53156784e-08],[ 0.38506052  0.6237551  -0.00668555],[ 0.39023718  0.63969177 -0.00988415],[ 0.39360633  0.65311903 -0.01148672],[ 0.39428002  0.66305214 -0.01195964],[ 0.3707433   0.64967203 -0.0103378 ],[ 0.36751911  0.67312777 -0.01328214],[ 0.37401864  0.6801607  -0.01364817],[ 0.37964121  0.68048567 -0.01291363],[ 0.36359367  0.647636   -0.00723047],[ 0.36124882  0.67205924 -0.00989156],[ 0.36938423  0.67788017 -0.00927351],[ 0.37548184  0.67663491 -0.00808637],[ 0.36035264  0.64529967 -0.00435301],[ 0.3588731   0.66685772 -0.00610419],[ 0.36601436  0.67237681 -0.00547213],[ 0.37183261  0.67214584 -0.00440914],[ 0.35966176  0.64291191 -0.00188062],[ 0.35844919  0.65986544 -0.00280378],[ 0.36310446  0.66644526 -0.00246704],[ 0.36802384  0.66794616 -0.00169825]
[ 3.87089610e-01  6.12228990e-01 -3.18492468e-08],[ 0.39762363  0.62464345 -0.0074515 ],[ 0.40336621  0.64206958 -0.01072865],[ 0.40689439  0.65694612 -0.0122055 ],[ 0.4069829   0.6667887  -0.01246569],[ 0.38383305  0.65042502 -0.01011576],[ 0.38059086  0.67330551 -0.01278162],[ 0.38702941  0.68063229 -0.01313643],[ 0.3932184   0.68168616 -0.01246762],[ 0.3767336   0.64872259 -0.00643407],[ 0.37491462  0.6724118  -0.00865029],[ 0.38257217  0.67857075 -0.00801489],[ 0.3889299   0.67808867 -0.00694013],[ 0.37338874  0.64719039 -0.00308332],[ 0.37251091  0.66776156 -0.00431965],[ 0.37910339  0.67368758 -0.003592  ],[ 0.38505623  0.67425197 -0.00261212],[ 3.72441471e-01  6.45649672e-01 -2.41789661e-04],[ 0.37196374  0.66164422 -0.00072181],[ 3.76404375e-01  6.67885363e-01 -3.05359921e-04],[3.81179124e-01 6.69651270e-01 4.40157397e-04]
[ 4.00262594e-01  6.12834871e-01 -3.73447726e-08],[ 0.41000745  0.62485439 -0.0061699 ],[ 0.41501153  0.64137506 -0.0089962 ],[ 0.41846314  0.65488255 -0.01040504],[ 0.41961077  0.66422337 -0.01072014],[ 0.39605823  0.65091312 -0.00936722],[ 0.39264968  0.67375308 -0.01220594],[ 0.39910477  0.68042845 -0.01257539],[ 0.40461895  0.68046618 -0.01189038],[ 0.38932601  0.64906192 -0.00661322],[ 0.38679731  0.67325073 -0.00944867],[ 0.39481166  0.67885989 -0.0088593 ],[ 0.40084267  0.67750692 -0.00756589],[ 0.38636741  0.64690453 -0.00410602],[ 0.38465837  0.66855866 -0.00596776],[ 0.39142737  0.67438847 -0.00520385],[ 0.39701137  0.67424196 -0.00395203],[ 0.38589033  0.64446235 -0.00199763],[ 0.38473758  0.66179883 -0.00298887],[ 0.38930959  0.66870618 -0.0025352 ],[ 0.39416632  0.67006731 -0.00161126]
[ 4.11145061e-01  6.10305011e-01 -5.47867209e-08],[ 0.42119038  0.62186962 -0.00601955],[ 0.42696753  0.63849342 -0.00923348],[ 0.43084499  0.65243101 -0.01118075],[ 0.4322437   0.66257787 -0.01220433],[ 0.4088439   0.64633471 -0.01061728],[ 0.40564999  0.67085242 -0.01501272],[ 0.41202739  0.67914587 -0.01644816],[ 0.41764167  0.67979932 -0.01625957],[ 0.40173703  0.64574885 -0.00824604],[ 0.40045771  0.67162514 -0.01212267],[ 0.40916431  0.67739785 -0.01186002],[ 0.41579786  0.67503768 -0.01065031],[ 0.39833328  0.64498484 -0.00615223],[ 0.39799508  0.66795111 -0.00878528],[ 0.40544614  0.67329866 -0.00797284],[ 0.41148543  0.67199665 -0.00655483],[ 0.3974604   0.64374661 -0.00443795],[ 0.39763141  0.66166848 -0.00585068],[ 0.40268543  0.66823274 -0.00533236],[ 0.40781292  0.6691817  -0.00427353]
[ 4.23026741e-01  6.08451962e-01 -3.92409270e-08],[ 0.43294695  0.62084556 -0.00511947],[ 0.4385443   0.63724822 -0.00826513],[ 0.44205239  0.65054131 -0.01039326],[ 0.44311476  0.66044724 -0.01165448],[ 0.42123947  0.6443072  -0.00942862],[ 0.41787854  0.66805685 -0.01351452],[ 0.42375046  0.67574584 -0.01494736],[ 0.42838833  0.67628169 -0.0148629 ],[ 0.41372874  0.64287722 -0.00771809],[ 0.41100422  0.66840005 -0.0111494 ],[ 0.4185752   0.67533022 -0.01078004],[ 0.42418411  0.67426115 -0.00963208],[ 0.40985665  0.64123267 -0.00623174],[ 0.40811953  0.66390663 -0.00840922],[ 0.41457745  0.67116016 -0.00717127],[ 0.41954514  0.67167431 -0.00561429],[ 0.40857023  0.63931942 -0.00509623],[ 0.40781564  0.65728945 -0.00609084],[ 0.41219997  0.66519499 -0.00508872],[ 0.41633275  0.66739452 -0.00380202]
[ 4.33271140e-01  6.05185926e-01 -2.15233467e-08],[ 0.44295961  0.61831272 -0.00481741],[ 0.44766405  0.63424754 -0.00751756],[ 0.45078295  0.64700758 -0.00914753],[ 0.45195246  0.6565975  -0.01002412],[ 0.43060291  0.64163798 -0.00819529],[ 0.42693526  0.6632936  -0.01145393],[ 0.43088192  0.67235494 -0.01268016],[ 0.43497536  0.67519164 -0.01254858],[ 0.4232651   0.6398505  -0.00641357],[ 0.41985095  0.66329604 -0.00921382],[ 0.42520419  0.67218846 -0.00907949],[ 0.4305954   0.67354518 -0.00821168],[ 0.41950229  0.63764769 -0.00482567],[ 0.41683236  0.65875763 -0.00671935],[ 0.42162633  0.66804945 -0.00613377],[ 0.42651749  0.67100173 -0.00503155],[ 0.41853637  0.63551188 -0.0035274 ],[ 0.41694105  0.65255255 -0.00446289],[ 0.42008361  0.66150981 -0.00384438],[ 0.42400199  0.66554433 -0.00283987]
[ 4.42032665e-01  6.03937328e-01 -2.84603914e-08],[ 0.45104757  0.61687267 -0.00374246],[ 0.45545194  0.63199878 -0.00614366],[ 0.4581992   0.64435244 -0.00788863],[ 0.45989317  0.65332758 -0.00903894],[ 0.43902367  0.63904649 -0.00666555],[ 0.43553147  0.65977901 -0.00997811],[ 0.4389247   0.66841608 -0.01157819],[ 0.44259223  0.67170405 -0.01184932],[ 0.43193784  0.63766378 -0.00571799],[ 0.4287357   0.6604324  -0.00866961],[ 0.43374988  0.66882735 -0.00904235],[ 0.4390645   0.66999447 -0.00855483],[ 0.4281776   0.63561201 -0.00493145],[ 0.42571947  0.65629828 -0.00684503],[ 0.4304004   0.6650843  -0.00647783],[ 0.43526131  0.66768599 -0.00559235],[ 0.42702642  0.63344884 -0.00439652],[ 0.42596558  0.64979458 -0.00530145],[ 0.42924771  0.6583001  -0.0047613 ],[ 0.43325046  0.66211426 -0.00387152]
[ 4.49371368e-01  6.03242576e-01 -3.15188267e-08],[ 0.45907247  0.61577797 -0.00489252],[ 0.46345475  0.63126135 -0.007726  ],[ 0.46621484  0.64386183 -0.00946989],[ 0.46735924  0.65285492 -0.01037906],[ 0.44588885  0.63891101 -0.00891727],[ 0.4431437   0.66120422 -0.01216658],[ 0.44826651  0.66871881 -0.01328501],[ 0.45297164  0.67031646 -0.01312246],[ 0.43845505  0.63653111 -0.00698064],[ 0.43617269  0.66028112 -0.00997474],[ 0.44298869  0.66794872 -0.00964279],[ 0.44872999  0.66808832 -0.00856578],[ 0.43498203  0.63370454 -0.005151  ],[ 0.43307143  0.65499783 -0.00700132],[ 0.43898609  0.66321981 -0.00605694],[ 0.44415307  0.66491562 -0.00468808],[ 0.43449858  0.63091874 -0.00361739],[ 0.43336433  0.64775777 -0.00449269],[ 0.43753895  0.65635401 -0.0036639 ],[ 0.44214842  0.65933651 -0.0024478 ]
[ 4.55138654e-01  6.03183746e-01 -3.54508245e-08],[ 0.46590829  0.61588228 -0.00402085],[ 0.47103888  0.63219202 -0.00639866],[ 0.47319627  0.64493233 -0.00775837],[ 0.47341743  0.65333277 -0.00834181],[ 0.4538402   0.63840181 -0.0090236 ],[ 0.45091486  0.66182715 -0.01203692],[ 0.45602179  0.66968113 -0.01266944],[ 0.46022981  0.67111045 -0.01217812],[ 0.44622976  0.63605881 -0.00743631],[ 0.44351855  0.66118443 -0.01041756],[ 0.45012677  0.66849452 -0.00966047],[ 0.45542914  0.66804689 -0.00821677],[ 0.4424862   0.63384402 -0.00583744],[ 0.44032052  0.6561923  -0.00763021],[ 0.44624525  0.66408193 -0.00636729],[ 0.45110294  0.66561812 -0.0047543 ],[ 0.44159159  0.63185412 -0.00443231],[ 0.44053745  0.64961153 -0.00500509],[ 0.44451335  0.65796697 -0.00390957],[ 0.44857553  0.66088229 -0.00256528]
[ 4.61532235e-01  6.04808152e-01 -1.87608631e-08],[ 0.47218847  0.61668354 -0.00352654],[ 0.47721893  0.63272023 -0.00553314],[ 0.47990376  0.64593524 -0.00664602],[ 0.4803313   0.6551497  -0.00701716],[ 0.46116009  0.64152855 -0.00714914],[ 0.45795199  0.66288942 -0.00986493],[ 0.46185109  0.67087936 -0.01067497],[ 0.46542031  0.67310786 -0.01034143],[ 0.45338884  0.63943321 -0.00581669],[ 0.44986862  0.66259581 -0.00836394],[ 0.45519051  0.67067128 -0.00784056],[ 0.46006107  0.67169416 -0.00656533],[ 0.44929892  0.63689548 -0.00452882],[ 0.44658542  0.65747583 -0.00611513],[ 0.45131835  0.66633302 -0.00515701],[ 0.45576206  0.66930735 -0.00371552],[ 0.44816521  0.6343798  -0.00339864],[ 0.44690835  0.65080732 -0.00394969],[ 0.44987935  0.65975839 -0.00297441],[ 0.45335826  0.6641221  -0.00164867]
[ 4.68136102e-01  6.10034049e-01 -8.88268392e-09],[ 0.47849882  0.62180191 -0.00296747],[ 0.48317716  0.63724506 -0.00465206],[ 0.48624066  0.64956945 -0.00555809],[ 0.48761311  0.65865266 -0.00570689],[ 0.4686121   0.64760262 -0.00577917],[ 0.46464631  0.66864121 -0.00866248],[ 0.46884221  0.67688483 -0.00952897],[ 0.47266766  0.67847162 -0.00906285],[ 0.46120122  0.6455639  -0.00469926],[ 0.45724922  0.66811967 -0.00686789],[ 0.46248028  0.67565155 -0.00614362],[ 0.46712071  0.67563206 -0.00478537],[ 0.45708537  0.64309204 -0.00377301],[ 0.4539946   0.66322553 -0.00522594],[ 0.45868367  0.67106074 -0.0042925 ],[ 0.46301559  0.67267239 -0.00291412],[ 0.45538753  0.64071757 -0.00297397],[ 0.45407155  0.65694594 -0.00360994],[ 0.45688111  0.66490114 -0.00274943],[ 0.46004283  0.66808516 -0.00149881]
[4.73453730e-01 6.17766321e-01 1.20645920e-08],[ 0.4840894   0.62886155 -0.00331518],[ 0.48913547  0.64493805 -0.00497271],[ 0.49232841  0.65746671 -0.00579723],[ 0.49425876  0.6664964  -0.0058954 ],[ 0.47526062  0.65519327 -0.00597678],[ 0.47184753  0.67679584 -0.00858715],[ 0.47557941  0.68558472 -0.00924326],[ 0.47905099  0.68853635 -0.00872445],[ 0.46753061  0.65388709 -0.00477012],[ 0.46439648  0.67714959 -0.00692298],[ 0.46955582  0.68590015 -0.0062549 ],[ 0.47426057  0.68755448 -0.00490519],[ 0.46305889  0.65195167 -0.00371796],[ 0.46040532  0.67265183 -0.0049405 ],[ 0.46515086  0.68144941 -0.00387847],[ 0.4695802   0.68435085 -0.00241376],[ 0.46116364  0.64975053 -0.00287656],[ 0.45967445  0.66636622 -0.00310543],[ 0.46258536  0.67467755 -0.00204206],[ 0.46588296  0.67828864 -0.00068319]
[4.78351861e-01 6.28085256e-01 1.74111623e-08],[ 0.48977584  0.64007688 -0.00253908],[ 0.49583754  0.65683162 -0.00390807],[ 0.49866912  0.6699751  -0.00443072],[ 0.49879062  0.67724216 -0.00429987],[ 0.48154292  0.66594964 -0.00653783],[ 0.47767574  0.68814981 -0.00871902],[ 0.48132867  0.69649965 -0.00891984],[ 0.48487946  0.69824964 -0.00805758],[ 0.47328618  0.6640541  -0.00541133],[ 0.46965656  0.68752366 -0.00697215],[ 0.47469652  0.69577354 -0.00568006],[ 0.47956052  0.69645214 -0.0039415 ],[ 0.46831432  0.66151464 -0.0042243 ],[ 0.46606329  0.68240064 -0.00475542],[ 0.47084129  0.69044781 -0.00306844],[ 0.47532308  0.69252557 -0.00130208],[ 0.46607959  0.65871537 -0.00312816],[ 0.46577367  0.67507726 -0.00272422],[ 0.46939456  0.68280041 -0.00105009],[0.47304004 0.68586349 0.00069271]
[4.84037668e-01 6.38441205e-01 1.69959193e-08],[ 0.49568391  0.6495474  -0.00232265],[ 0.50188303  0.66592258 -0.00339177],[ 0.5054211   0.67868233 -0.0037609 ],[ 0.50669396  0.68695611 -0.00349498],[ 0.48839921  0.6764155  -0.00529895],[ 0.48546869  0.6982919  -0.00716792],[ 0.48887256  0.70660853 -0.007301  ],[ 0.49204552  0.70897037 -0.00651666],[ 0.48015368  0.67565417 -0.00432108],[ 0.4778412   0.69844377 -0.00563746],[ 0.48237568  0.70694149 -0.00465306],[ 0.48690903  0.70841902 -0.00328675],[ 0.47499457  0.67401105 -0.00335368],[ 0.47335446  0.69397873 -0.00382643],[ 0.47760919  0.70278203 -0.00271477],[ 0.48205921  0.70582956 -0.00144987],[ 0.47244066  0.67178512 -0.00249169],[ 0.47226673  0.6873365  -0.00217794],[ 0.47519436  0.69551528 -0.00102874],[4.78718311e-01 6.99360192e-01 2.45496107e-04]
[4.91178930e-01 6.49632573e-01 2.05234407e-08],[ 0.50359559  0.66098952 -0.00223538],[ 0.50962615  0.67735302 -0.00286657],[ 0.51286113  0.69005299 -0.00271068],[ 0.51347864  0.69874048 -0.0017498 ],[ 0.49597687  0.68939066 -0.00446605],[ 0.49432355  0.71162814 -0.00543864],[ 0.49879393  0.71887225 -0.00490601],[ 0.50218022  0.71986413 -0.00370725],[ 0.48752746  0.6891337  -0.00318346],[ 0.48614362  0.71186751 -0.00393833],[ 0.49164787  0.71912354 -0.00248511],[ 4.96223301e-01  7.19389141e-01 -7.10497785e-04],[ 0.48234296  0.68759382 -0.00188615],[ 0.48104545  0.70750344 -0.00197269],[ 4.86094534e-01  7.14891255e-01 -3.65838263e-04],[0.49068406 0.71648157 0.00134918],[ 4.79902357e-01  6.85112357e-01 -6.79792312e-04],[4.79524702e-01 7.00614750e-01 1.73407374e-04],[0.482925   0.70764744 0.00192084],[0.48643038 0.70971107 0.00371981]
[4.97262418e-01 6.60192788e-01 1.41930512e-08],[ 0.50962991  0.67071021 -0.00163296],[ 0.51624793  0.68649065 -0.00213777],[ 0.51986444  0.69877821 -0.00204883],[ 0.52154279  0.70658529 -0.00139497],[ 0.50393021  0.69829905 -0.00455128],[ 0.5015853   0.7206732  -0.00621574],[ 0.50478226  0.72914577 -0.006033  ],[ 0.50755852  0.73141336 -0.00497994],[ 0.49527305  0.69886422 -0.00387375],[ 0.49379402  0.72293091 -0.00509879],[ 0.49878109  0.73055762 -0.00384479],[ 0.50325078  0.73087364 -0.00208477],[ 0.48963746  0.69796741 -0.00316061],[ 0.48954359  0.71894532 -0.00349017],[ 0.49446511  0.72629976 -0.00201151],[ 4.98589218e-01  7.28045106e-01 -3.97231488e-04],[ 0.48678645  0.69586909 -0.00251195],[ 0.48823768  0.7117613  -0.00197308],[ 4.91725206e-01  7.18588471e-01 -4.70825995e-04],[0.49478519 0.72112054 0.00111891]
[5.03642797e-01 6.70707524e-01 1.33211620e-08],[ 0.51613051  0.68073499 -0.00179897],[ 0.52313405  0.69701296 -0.00248234],[ 0.52665854  0.70959222 -0.00251906],[ 0.52720946  0.7163561  -0.00193114],[ 0.51093465  0.70920134 -0.00574798],[ 0.50844502  0.73248124 -0.00764518],[ 0.51261914  0.73982781 -0.00742598],[ 0.51581568  0.74018967 -0.00628904],[ 0.5023495   0.70943344 -0.00503638],[ 0.50107384  0.73386639 -0.0063166 ],[ 0.50695497  0.74045748 -0.00471604],[ 0.51159644  0.73908019 -0.00275901],[ 0.49661946  0.70809168 -0.00424285],[ 0.49655369  0.72943974 -0.00439878],[ 0.50210017  0.73567808 -0.00243738],[ 5.06346166e-01  7.35766172e-01 -5.64051617e-04],[ 0.49349311  0.7056331  -0.00355748],[ 0.49428704  0.72194219 -0.00291776],[ 0.49818936  0.72809315 -0.00114418],[5.01398027e-01 7.28937805e-01 6.37396588e-04]
[5.07667840e-01 6.80925906e-01 2.20213714e-09],[ 0.52125192  0.69029504 -0.00146314],[ 0.52945888  0.70639569 -0.00168864],[ 0.53295559  0.71947467 -0.00117826],[ 5.32433569e-01  7.26154745e-01 -5.56353552e-06],[ 0.51664954  0.72080421 -0.00552308],[ 0.51611692  0.74401879 -0.00657017],[ 0.52098256  0.75072509 -0.00564431],[ 0.52461964  0.75139987 -0.0041709 ],[ 0.50795025  0.72214639 -0.00449487],[ 0.50858957  0.74623185 -0.0052428 ],[ 0.51532578  0.75146037 -0.00304659],[ 5.20316422e-01  7.49600530e-01 -6.61756028e-04],[ 0.50227243  0.72111005 -0.00325654],[ 0.50348419  0.74155539 -0.00289538],[ 5.09688854e-01  7.46423781e-01 -4.37745068e-04],[0.51435387 0.74574333 0.00173163],[ 0.49941438  0.71826863 -0.00210557],[ 0.50119829  0.73330075 -0.00088435],[0.50585508 0.73807138 0.0012686 ],[0.50953621 0.73801357 0.00328323]
[ 5.10548770e-01  6.88786805e-01 -5.79552450e-09],[ 5.23687243e-01  6.97129667e-01 -7.58074093e-05],[ 5.31150281e-01  7.11272061e-01 -3.78539786e-04],[ 5.34479141e-01  7.23273396e-01 -2.93518155e-04],[5.35881221e-01 7.30571866e-01 2.26946955e-04],[ 0.52118897  0.72649115 -0.00498784],[ 0.52120686  0.74991924 -0.00650055],[ 0.52501613  0.75768834 -0.00588713],[ 0.52783561  0.75989288 -0.00455203],[ 0.51216954  0.7281872  -0.00508208],[ 0.51339006  0.7540856  -0.00664191],[ 0.51935494  0.75945568 -0.00490792],[ 0.52365172  0.75827533 -0.00261341],[ 0.50585836  0.72742707 -0.00482203],[ 0.50754446  0.74959415 -0.00518225],[ 0.51343548  0.75487441 -0.00288416],[ 5.17623782e-01  7.55123854e-01 -6.09289331e-04],[ 0.50214064  0.72465849 -0.00444381],[ 0.50458795  0.74117845 -0.00335185],[ 0.50930595  0.74679369 -0.00091948],[0.51318473 0.74837029 0.00134251]
[ 5.12020826e-01  6.93923175e-01 -2.55092765e-08],[5.25413096e-01 7.01095581e-01 5.65800983e-05],[5.32941163e-01 7.15303481e-01 5.14340180e-04],[0.53644192 0.7264204  0.00148508],[0.53683197 0.73257387 0.0031532 ],[ 0.52270937  0.73414016 -0.00358166],[ 0.52340251  0.75715661 -0.00454586],[ 0.52853662  0.76190805 -0.00347359],[ 0.53165311  0.76047599 -0.00174109],[ 0.5138002   0.73510063 -0.00320815],[ 0.51522988  0.76004493 -0.00420226],[ 0.52129072  0.76416785 -0.00206635],[5.25195777e-01 7.61755884e-01 4.61387477e-04],[ 0.50775075  0.73387265 -0.00258102],[ 0.50936854  0.75549877 -0.00280719],[ 5.15022814e-01  7.60629416e-01 -5.45490591e-04],[0.51910436 0.76029831 0.00179177],[ 0.50436664  0.73109877 -0.00180164],[ 0.50617898  0.74832529 -0.00107121],[0.51042724 0.75466603 0.00096583],[0.51397866 0.75602001 0.00304652]
[ 5.12539327e-01  6.95893705e-01 -2.50336623e-08],[ 5.26493728e-01  7.03834057e-01 -2.36814478e-04],[5.34760952e-01 7.18424678e-01 7.85938755e-05],[0.53795165 0.7305373  0.00087338],[0.53760958 0.73803622 0.00226051],[ 0.52404189  0.73522115 -0.00328195],[ 0.5246563   0.7569083  -0.00384487],[ 0.52789712  0.76332593 -0.00286126],[ 0.53035533  0.76452994 -0.00144089],[ 0.51510841  0.73709184 -0.00300247],[ 0.5160495   0.76061076 -0.00333592],[ 0.52097005  0.76566041 -0.00140114],[5.24415016e-01 7.64453351e-01 6.84250088e-04],[ 0.50878561  0.73691797 -0.00251048],[ 0.51002383  0.75773895 -0.0023288 ],[ 5.15142500e-01  7.62574136e-01 -2.99354608e-04],[0.51872218 0.76244456 0.00161503],[ 0.50504333  0.73498297 -0.00193124],[ 0.50667077  0.7515173  -0.00089456],[0.51060021 0.75716442 0.00119147],[0.51378626 0.7584095  0.00314022]
[ 5.12524426e-01  6.94571018e-01 -3.24848948e-08],[ 5.26478231e-01  7.02656209e-01 -3.55968630e-04],[ 5.34931242e-01  7.17987478e-01 -4.69110324e-04],[ 5.38443565e-01  7.30757535e-01 -1.04893052e-05],[0.53787959 0.73850948 0.00119192],[ 0.52287364  0.73319435 -0.00507976],[ 0.52236342  0.75743473 -0.00628073],[ 0.52711803  0.76267892 -0.00515713],[ 0.5301947   0.76126194 -0.00341067],[ 0.51403821  0.7341851  -0.00478766],[ 0.51510948  0.75999874 -0.00589811],[ 0.52172428  0.76392555 -0.00356793],[ 0.52575934  0.76131332 -0.00099072],[ 0.5079838   0.73343128 -0.00417519],[ 0.50955832  0.75615072 -0.00433664],[ 0.51583892  0.76015812 -0.00160088],[0.51995838 0.7591427  0.0009287 ],[ 0.50444257  0.7310608  -0.00346361],[ 0.50647748  0.74890858 -0.00244989],[5.11096001e-01 7.54130006e-01 6.42874365e-05],[0.51444244 0.75481886 0.00237087]
[ 5.14194965e-01  6.87077820e-01 -2.06297699e-08],[ 0.52788949  0.6961838  -0.00091304],[ 0.53620124  0.70992273 -0.00210467],[ 0.54044515  0.72178423 -0.00282624],[ 0.54251027  0.73023081 -0.00297956],[ 0.52447551  0.72375178 -0.00549186],[ 0.52420473  0.74695343 -0.00747532],[ 0.52706295  0.75436246 -0.00741974],[ 0.52954894  0.7556439  -0.00638229],[ 0.51562637  0.72462684 -0.00543899],[ 0.51572281  0.74996078 -0.00681937],[ 0.520634    0.75637466 -0.00539328],[ 0.5247243   0.75620002 -0.003605  ],[ 0.50936043  0.72349989 -0.00515275],[ 0.51038867  0.74552792 -0.00545962],[ 0.51511472  0.75135487 -0.00318599],[ 0.51867992  0.75166476 -0.00109199],[ 0.50565422  0.72078717 -0.00485087],[ 0.50787526  0.73716223 -0.00387606],[ 0.51208293  0.74294055 -0.00135069],[0.5156306  0.74433255 0.00090209]
[ 5.15013933e-01  6.78250909e-01 -1.65654992e-08],[ 0.52842963  0.68624175 -0.00259441],[ 0.53740984  0.7006855  -0.00416335],[ 0.54256541  0.71274531 -0.00478686],[ 0.54435271  0.72136939 -0.00470945],[ 0.52374274  0.7136144  -0.00815946],[ 0.52411354  0.73827606 -0.0106226 ],[ 0.52830219  0.74652886 -0.01063637],[ 0.53175408  0.74823767 -0.00961074],[ 0.51525116  0.71529531 -0.00715031],[ 0.5158487   0.74147421 -0.00929859],[ 0.52232534  0.74847436 -0.0080831 ],[ 0.52792406  0.74834603 -0.00627804],[ 0.50986046  0.71527851 -0.00590459],[ 0.51139939  0.73726285 -0.00667342],[ 0.51750356  0.74335599 -0.00478572],[ 0.52254403  0.74396503 -0.00281636],[ 0.50727808  0.71359682 -0.00474964],[ 0.50934654  0.73012739 -0.00426081],[ 0.51399195  0.73628271 -0.00227085],[ 5.18305421e-01  7.38017321e-01 -2.97244376e-04]
[ 5.13851583e-01  6.66846097e-01 -3.25510321e-08],[ 0.52723509  0.67515945 -0.00404763],[ 0.53673995  0.69057274 -0.00632012],[ 0.54128581  0.7042222  -0.00730425],[ 0.54034179  0.71324676 -0.00744734],[ 0.52139634  0.70241296 -0.00925444],[ 0.52146965  0.72716272 -0.01173497],[ 0.52701408  0.73402691 -0.01199482],[ 0.53116089  0.73463118 -0.01130106],[ 0.51258862  0.70323551 -0.00742852],[ 0.51337081  0.72944248 -0.00950089],[ 0.52040154  0.73575139 -0.00824407],[ 0.52580661  0.73490292 -0.00664602],[ 0.50759548  0.70236194 -0.00546004],[ 0.50948626  0.72409749 -0.00619359],[ 0.51580566  0.73033714 -0.00434227],[ 0.52055562  0.73097211 -0.00260017],[ 0.50559318  0.70047385 -0.00368   ],[ 0.50820124  0.71669614 -0.00330944],[ 0.51322639  0.72335094 -0.00152788],[5.17316818e-01 7.25422263e-01 1.37264025e-04]
[ 5.12959599e-01  6.54821277e-01 -3.45893945e-08],[ 0.52500314  0.66308022 -0.00578022],[ 0.5337432   0.67955887 -0.00872779],[ 0.53863376  0.6933918  -0.00995067],[ 0.53849     0.70239568 -0.01028942],[ 0.51688713  0.68884969 -0.01218493],[ 0.51632267  0.71421307 -0.01506697],[ 0.5215925   0.72150844 -0.01518377],[ 0.52568132  0.72282928 -0.01432107],[ 0.50872397  0.6895538  -0.0092968 ],[ 0.50910819  0.71613795 -0.01192186],[ 0.5159387   0.72282052 -0.01067484],[ 0.52135921  0.72222352 -0.00902111],[ 0.50443631  0.68908745 -0.00626554],[ 0.50551152  0.71169204 -0.00774244],[ 0.51178229  0.7183947  -0.00635887],[ 0.51697463  0.71901667 -0.00474295],[ 0.50294906  0.68791199 -0.00346592],[ 0.50472867  0.70527315 -0.00380259],[ 0.50927383  0.71231723 -0.00261017],[ 0.51347905  0.71433175 -0.00127279]
[ 5.11051178e-01  6.41715944e-01 -6.54112498e-08],[ 0.5219065   0.6494807  -0.00567616],[ 0.52946532  0.66600949 -0.00850788],[ 0.53440511  0.68083787 -0.01002081],[ 0.53467035  0.69161022 -0.01074233],[ 0.51274407  0.67550445 -0.00924562],[ 0.51205748  0.69811332 -0.01271299],[ 0.51699126  0.7057364  -0.01419001],[ 0.52087462  0.70741314 -0.01442273],[ 0.5050686   0.67615175 -0.00716971],[ 0.50454557  0.69999683 -0.00972071],[ 0.51092762  0.707412   -0.00972359],[ 0.51644784  0.70710021 -0.00921634],[ 0.50086671  0.67594492 -0.00531496],[ 0.50068331  0.69734526 -0.0072491 ],[ 0.50659448  0.70466095 -0.00694849],[ 0.51186121  0.70580792 -0.00622373],[ 0.49944666  0.67546165 -0.00378086],[ 0.50006533  0.69261593 -0.00514418],[ 0.50396538  0.70048666 -0.00495084],[ 0.50797093  0.70343977 -0.0043438 ]
[ 5.09880006e-01  6.29497945e-01 -5.41381446e-08],[ 0.51951665  0.6373803  -0.00526267],[ 0.5249961   0.65186226 -0.00835936],[ 0.52898371  0.66421533 -0.01039486],[ 0.53064722  0.67351526 -0.0116316 ],[ 0.50697005  0.6612761  -0.00923792],[ 0.50343722  0.68386567 -0.01312825],[ 0.50852942  0.69160098 -0.01468071],[ 0.51281899  0.69275188 -0.01476195],[ 0.50005972  0.66087168 -0.0076248 ],[ 0.49768636  0.68495703 -0.01073718],[ 0.50408977  0.69249076 -0.01072205],[ 0.50933802  0.69239318 -0.01002294],[ 0.49663171  0.66013229 -0.00626292],[ 0.49507901  0.68198478 -0.00854772],[ 0.50080639  0.68943036 -0.00809186],[ 0.5058006   0.69065267 -0.00709359],[ 0.49583793  0.65976971 -0.00520638],[ 0.49488208  0.67741948 -0.00678503],[ 0.49855331  0.68579704 -0.00645195],[ 0.50252157  0.68892485 -0.00559797]
