[0.69239962 0.26777995 0.10411604],[0.69053149 0.25439647 0.05942971],[0.68812484 0.253059   0.05947564],[0.68519652 0.25133973 0.05942114],[0.69882399 0.25688478 0.06557994],[0.69742656 0.25691828 0.06563523],[0.69227803 0.26000622 0.06552846],[ 0.68056691  0.25915787 -0.07895346],[ 0.688411    0.26456332 -0.05358149],[0.68547547 0.27820021 0.06355937],[0.69241452 0.27882445 0.07059121],[ 0.63301736  0.3313202  -0.12648717],[ 0.70812523  0.34774292 -0.07442955],[ 0.57575345  0.36933085 -0.00883712],[ 0.68071651  0.35250059 -0.09387168],[0.59672368 0.3387453  0.19925705],[ 0.68582135  0.29320353 -0.12305621],[0.59608132 0.33105674 0.21662903],[ 0.67686313  0.27011549 -0.12775075],[0.60606772 0.32664591 0.20549364],[ 0.66925943  0.26742616 -0.12951227],[0.60929954 0.33073479 0.20230241],[ 0.66830254  0.27186263 -0.1234007 ],[ 0.60820454  0.58623254 -0.01907739],[0.64045787 0.60350698 0.01892591],[0.58360833 0.72991937 0.13253871],[0.60072708 0.74435019 0.1828569 ],[0.5635221  0.87426573 0.24740657],[0.57343853 0.87164968 0.28947508],[0.55115592 0.89344275 0.25804883],[0.56686008 0.89467537 0.30887017],[0.54568303 0.87888908 0.22980317],[0.55354613 0.88267142 0.30763862]
[ 0.73479259  0.28968447 -0.34777874],[ 0.7342934   0.26854354 -0.32781559],[ 0.73504007  0.26820135 -0.32780123],[ 0.73571706  0.26782694 -0.32772449],[ 0.72647196  0.26745418 -0.35173589],[ 0.72105491  0.26633754 -0.35182971],[ 0.71516544  0.26540807 -0.35187095],[ 0.71758908  0.26866579 -0.19757745],[ 0.68949944  0.26749277 -0.30820411],[ 0.72958708  0.30859634 -0.29583162],[ 0.71944577  0.30663216 -0.3281582 ],[ 0.72827458  0.36584818 -0.10484105],[ 0.60717881  0.35922346 -0.25261369],[ 0.69918936  0.48463571 -0.0032392 ],[ 0.51048332  0.46066079 -0.27969152],[ 0.65887552  0.56958687 -0.04884576],[ 0.54718685  0.38763845 -0.31418404],[ 0.64808166  0.60165042 -0.05431799],[ 0.56172639  0.35983378 -0.33131513],[ 0.66174555  0.60957295 -0.07451741],[ 0.56676716  0.34437621 -0.32653421],[ 0.65958416  0.59875023 -0.05793615],[ 0.56581557  0.35245195 -0.31047967],[0.64613819 0.63213551 0.05764226],[ 0.585024    0.6192646  -0.05778814],[0.61134619 0.7691415  0.25957489],[0.54882443 0.76704657 0.08660291],[0.58592027 0.8584336  0.5466646 ],[0.51475453 0.89812267 0.32691699],[0.57350492 0.87195718 0.57131755],[0.513403   0.90580404 0.3474223 ],[0.6077612 0.9284094 0.5013873],[0.51779151 0.96592444 0.24060264]
[ 0.73501819  0.28854999 -0.34505367],[ 0.73440278  0.26738697 -0.32515699],[ 0.7351104   0.26702878 -0.32514107],[ 0.73575479  0.26664859 -0.32506347],[ 0.72679299  0.26619539 -0.34967315],[ 0.72151458  0.26498315 -0.34976885],[ 0.7158156   0.26389617 -0.34982678],[ 0.71765929  0.26765904 -0.19629723],[ 0.68978482  0.26576489 -0.30974099],[ 0.72971678  0.30766293 -0.2936992 ],[ 0.71962845  0.30573148 -0.32618541],[ 0.72825968  0.36647362 -0.100563  ],[ 0.60646188  0.35645506 -0.25348207],[ 0.69759953  0.48669198 -0.00589928],[ 0.51046944  0.4635638  -0.3036623 ],[ 0.65899062  0.57349914 -0.06920619],[ 0.55095321  0.38732484 -0.38249883],[ 0.64817256  0.61031806 -0.07903752],[ 0.56583059  0.35881433 -0.40893918],[ 0.66210979  0.62016106 -0.09934547],[ 0.56965023  0.34314442 -0.3992663 ],[ 0.65982211  0.60853118 -0.07902507],[ 0.56858873  0.35145044 -0.3778877 ],[0.64673197 0.63236219 0.05756376],[ 0.58527625  0.61920333 -0.05770259],[0.6112445  0.76922315 0.24322811],[0.54877931 0.7670567  0.07919137],[0.58585989 0.85834897 0.54857004],[0.51468515 0.89817578 0.33606496],[0.57340324 0.87196934 0.57183373],[0.5133152  0.90596145 0.3580007 ],[0.6076324  0.92895788 0.50411403],[0.51530129 0.96606904 0.24601722]
[ 0.73494476  0.28854004 -0.34523714],[ 0.73436868  0.26737887 -0.32554775],[ 0.73508465  0.26702082 -0.32552835],[ 0.73573929  0.26663139 -0.32544878],[ 0.72675908  0.2661911  -0.35020143],[ 0.72150552  0.26497135 -0.35029668],[ 0.71585399  0.26385623 -0.35035303],[ 0.71751624  0.26753646 -0.1973044 ],[ 0.68975288  0.26535171 -0.311784  ],[ 0.72933799  0.30760247 -0.29410881],[ 0.71945089  0.30566257 -0.32668996],[ 0.72708774  0.36624447 -0.09923763],[ 0.60528469  0.35622111 -0.25357112],[ 0.69804633  0.48582011 -0.00485089],[ 0.51100117  0.46377355 -0.30412656],[ 0.66234654  0.5670054  -0.05646323],[ 0.55902517  0.38715878 -0.36939853],[ 0.65068376  0.59720427 -0.06335139],[ 0.57598436  0.3583948  -0.39284724],[ 0.66584784  0.60307163 -0.08413855],[ 0.58028924  0.34218726 -0.3816078 ],[ 0.66424125  0.59336388 -0.06596104],[ 0.57863802  0.35099167 -0.36350888],[0.64679515 0.63228822 0.0579871 ],[ 0.58547372  0.6190294  -0.05812721],[0.61133224 0.76920384 0.26146072],[0.54880506 0.76706439 0.07899911],[0.58605891 0.85856891 0.55165851],[0.51468027 0.89998823 0.31090361],[0.5736239  0.87226135 0.5746457 ],[0.51315624 0.90803343 0.33086428],[0.60809016 0.92933613 0.50442046],[0.52675855 0.97766584 0.21438892]
[ 0.73430902  0.28853121 -0.3438316 ],[ 0.73393857  0.26736018 -0.32345366],[ 0.73457414  0.26698869 -0.32342997],[ 0.735147    0.26658499 -0.32334197],[ 0.72666103  0.26618019 -0.34896794],[ 0.72147334  0.26494488 -0.34906134],[ 0.71580219  0.26377508 -0.34912258],[ 0.71644062  0.26747531 -0.19253653],[ 0.68970186  0.26483282 -0.31120202],[ 0.72807014  0.3075183  -0.29209471],[ 0.7189523   0.3055428  -0.32565519],[ 0.72361332  0.36588603 -0.08715317],[ 0.60370636  0.35468739 -0.25517228],[0.69485492 0.48375601 0.01865362],[ 0.51107097  0.4648293  -0.31162006],[ 0.66235185  0.56241626 -0.02895375],[ 0.56452262  0.38685495 -0.37520859],[ 0.6516701   0.59060407 -0.03313512],[ 0.58205324  0.35779086 -0.40101272],[ 0.66563737  0.59616959 -0.05373364],[ 0.58639199  0.34189004 -0.38612726],[ 0.66411763  0.58671492 -0.03840769],[ 0.58438194  0.35172656 -0.36772734],[0.64679372 0.63222861 0.0609589 ],[ 0.58560783  0.61897063 -0.06108788],[0.61133397 0.7692278  0.27983677],[0.54888004 0.76681066 0.08409103],[0.58607239 0.85921752 0.56065828],[0.51470292 0.90037167 0.31553605],[0.57362527 0.87372887 0.58354712],[0.51305091 0.90874022 0.33503503],[0.60864484 0.92963308 0.50849849],[0.53159738 0.98046708 0.22474781]
[ 0.73380899  0.2882686  -0.32969123],[ 0.73371637  0.26695719 -0.30706853],[ 0.73439211  0.26654866 -0.30703422],[ 0.73501211  0.26610613 -0.30692396],[ 0.72646183  0.26584503 -0.3310315 ],[ 0.72134316  0.26460308 -0.33111319],[ 0.71575183  0.2634238  -0.33117723],[ 0.7164247   0.26707175 -0.16950092],[ 0.68951273  0.26450342 -0.28140292],[ 0.72768009  0.30728495 -0.27637205],[ 0.71856433  0.30527046 -0.30816644],[ 0.72138542  0.36509189 -0.06456645],[ 0.60307574  0.35190266 -0.23492309],[0.6949622  0.47992948 0.05090583],[ 0.51105058  0.46468386 -0.30932933],[0.66318488 0.55350798 0.01480382],[ 0.56685841  0.38672736 -0.4165414 ],[0.65194702 0.587596   0.01248061],[ 0.585383    0.3624934  -0.44895944],[ 0.66543776  0.58937901 -0.00835287],[ 0.5898062   0.34617501 -0.43412146],[0.6640541  0.57978016 0.00646835],[ 0.5872317   0.35542598 -0.41019163],[0.64677167 0.63221717 0.06192612],[ 0.58581287  0.61887896 -0.06206737],[0.61122268 0.77023101 0.28072947],[0.5488869  0.76689041 0.08616047],[0.58603966 0.85926718 0.56259656],[0.51475763 0.90057385 0.32225281],[0.57362878 0.8736943  0.58593494],[0.51303089 0.90896857 0.34229475],[0.60870761 0.92959344 0.50953531],[0.53605598 0.98319441 0.23388609]
[ 0.73391193  0.28591967 -0.31442994],[ 0.73370278  0.26457706 -0.29322302],[ 0.73436499  0.2640135  -0.29318461],[ 0.73496825  0.26344043 -0.29307306],[ 0.7264328   0.26390034 -0.31904873],[ 0.72130388  0.26284784 -0.31912863],[ 0.71571267  0.26187354 -0.31918454],[ 0.71628624  0.26521572 -0.16212247],[ 0.68958044  0.26400614 -0.28187791],[ 0.72813565  0.30489725 -0.26311824],[ 0.71900427  0.30326843 -0.29717177],[ 0.71776855  0.36479488 -0.04960563],[ 0.60309291  0.35264176 -0.23888829],[0.6919266  0.47940907 0.08342811],[ 0.51115811  0.46195146 -0.28833866],[0.66819274 0.55422252 0.06726653],[ 0.56858575  0.38952228 -0.33738309],[0.65936577 0.58223248 0.06987015],[ 0.58714569  0.37212181 -0.36285797],[0.66606218 0.57634908 0.04815751],[ 0.5933556   0.35363647 -0.34192249],[0.66480094 0.56776023 0.05864101],[ 0.58994144  0.36074936 -0.32656658],[0.64553523 0.63268131 0.06827096],[ 0.58567899  0.6192559  -0.06842089],[0.61119789 0.77073187 0.3026616 ],[0.54902166 0.76780504 0.09784466],[0.5860666  0.85930926 0.57544869],[0.51480424 0.90082639 0.34751043],[0.57374036 0.87369919 0.5984841 ],[0.5125339  0.90936011 0.36983368],[0.60906732 0.92950463 0.52851069],[0.53986812 0.98307282 0.26000229]
[ 0.73381674  0.28483826 -0.32141417],[ 0.73335046  0.26374686 -0.30050921],[ 0.73403466  0.26316923 -0.30046377],[ 0.73467159  0.26258895 -0.3003608 ],[ 0.72620642  0.26316306 -0.32610115],[ 0.72119105  0.26217324 -0.32618469],[ 0.7156955   0.26124552 -0.3262386 ],[ 0.71580946  0.26473457 -0.16806018],[ 0.68955493  0.26361996 -0.2871154 ],[ 0.728131    0.30401695 -0.2698026 ],[ 0.71900743  0.30229053 -0.30356759],[ 0.71638143  0.36482352 -0.04882662],[ 0.60299021  0.35292453 -0.24064085],[0.69206345 0.47433659 0.13049185],[ 0.51023984  0.45514917 -0.30924618],[0.67773294 0.51370585 0.17291814],[ 0.57106394  0.39334631 -0.37750036],[0.67749703 0.55369651 0.18678544],[ 0.59243709  0.3782109  -0.40434843],[0.68145698 0.5443508  0.16428521],[ 0.59822345  0.35837811 -0.3865059 ],[0.68063551 0.53850836 0.16578466],[ 0.5947327   0.36439493 -0.36858755],[0.64511669 0.63314134 0.07009126],[ 0.58570546  0.62010312 -0.07025361],[0.61124778 0.77081841 0.30969661],[0.54928923 0.76824826 0.10691793],[0.5860914  0.85936379 0.59454048],[0.51481903 0.9011237  0.37149408],[0.57377636 0.87370038 0.61942691],[0.51225394 0.90957463 0.39568102],[0.60915911 0.9292537  0.5508405 ],[0.54040551 0.98304951 0.28355956]
[ 0.73381203  0.28500512 -0.32462844],[ 0.73333561  0.26417959 -0.30354056],[ 0.73402107  0.26365992 -0.30348882],[ 0.73465902  0.26312947 -0.30338618],[ 0.72618139  0.26344115 -0.3289277 ],[ 0.7211647   0.26240933 -0.32901022],[ 0.71566778  0.26142097 -0.32906327],[ 0.71578872  0.26525795 -0.16941264],[ 0.68965346  0.26377571 -0.28730562],[ 0.72814167  0.30422458 -0.27269739],[ 0.71902323  0.30242363 -0.30621225],[ 0.71690863  0.36517876 -0.05124788],[ 0.60318577  0.3533074  -0.24258265],[0.69682962 0.47399595 0.11966906],[ 0.50923455  0.44968039 -0.3156504 ],[0.69176126 0.52681881 0.14511809],[ 0.57262599  0.39274091 -0.39851204],[0.6860351  0.55521667 0.15546346],[ 0.5945403   0.379834   -0.42697114],[0.68885946 0.54672921 0.13304009],[ 0.60031497  0.36105552 -0.40970868],[0.68813336 0.54059535 0.13773036],[ 0.59657425  0.36531597 -0.39014104],[0.64512157 0.63347054 0.06932138],[ 0.58614868  0.62027287 -0.06948633],[0.61137563 0.77147269 0.30444172],[0.54973423 0.76827377 0.10642385],[0.58617032 0.8596065  0.58824605],[0.51482296 0.90165561 0.36671108],[0.57377702 0.87396121 0.61288422],[0.5120424  0.91028655 0.39029244],[0.60934091 0.92918903 0.54289275],[0.53970891 0.98371643 0.27698192]
[ 0.73372161  0.28442526 -0.32646495],[ 0.73314226  0.26362744 -0.30518916],[ 0.73392332  0.26316124 -0.30513412],[ 0.7346313   0.26270762 -0.30503172],[ 0.72559416  0.26291323 -0.33013663],[ 0.72037154  0.26197204 -0.33021981],[ 0.71475762  0.26111493 -0.33027595],[ 0.71578002  0.26525331 -0.17026079],[ 0.6895715   0.26378515 -0.2842927 ],[ 0.72820932  0.30421692 -0.27459365],[ 0.7189824   0.30242074 -0.3076258 ],[ 0.71680677  0.36612082 -0.04892214],[ 0.60838622  0.35796955 -0.24384432],[0.69574392 0.47264031 0.11925735],[ 0.50893444  0.44189265 -0.30961877],[0.68851674 0.53272766 0.1518729 ],[ 0.57703364  0.38928768 -0.37559372],[0.68296319 0.55763096 0.16145673],[ 0.6000554   0.37875387 -0.40037662],[0.6863119  0.55063665 0.13999881],[ 0.60605443  0.36525658 -0.39073923],[0.68499964 0.54429001 0.14428429],[ 0.60154331  0.36746654 -0.37015691],[0.64506918 0.6347813  0.06910627],[ 0.58620882  0.62111163 -0.06928165],[0.61143029 0.77184856 0.31499654],[0.55006266 0.7686615  0.11678   ],[0.58627754 0.86035043 0.59511268],[0.51528132 0.90290219 0.37751999],[0.57384455 0.87479579 0.61946428],[0.51212847 0.91153109 0.40173355],[0.60973823 0.92908329 0.54904062],[0.54149246 0.98598278 0.2893233 ]
[ 0.73320925  0.28445536 -0.32668692],[ 0.73290294  0.26364464 -0.30381167],[ 0.73373353  0.26318043 -0.30375028],[ 0.73449481  0.26272652 -0.3036536 ],[ 0.72518724  0.26291063 -0.32761085],[ 0.71994448  0.26195157 -0.32768384],[ 0.71437567  0.26106849 -0.32774645],[ 0.71576732  0.26519048 -0.16361737],[ 0.6895597   0.26345733 -0.27219218],[ 0.72780049  0.30423582 -0.27358881],[ 0.71839452  0.30243036 -0.30505937],[ 0.7163139   0.36494347 -0.04370583],[ 0.60943216  0.35789183 -0.23551118],[0.69820225 0.46097431 0.13600902],[ 0.50883979  0.43349412 -0.32516733],[0.68815935 0.49935591 0.18068555],[ 0.57823145  0.38266203 -0.42808637],[0.68721354 0.54072148 0.19285217],[ 0.60212284  0.37938097 -0.45975727],[0.6899696  0.53233349 0.17151788],[ 0.61032027  0.36505568 -0.44034964],[0.68898195 0.52733934 0.17410623],[ 0.60551178  0.36718598 -0.41933918],[0.64507091 0.63375336 0.06879167],[ 0.58712113  0.62044275 -0.0689723 ],[0.61153185 0.77144772 0.31112069],[0.55161178 0.76689506 0.11598487],[0.58638775 0.86031944 0.58983088],[0.51582479 0.90289044 0.37210503],[0.57412666 0.87461179 0.61441427],[0.51218808 0.91152734 0.39582494],[0.60993725 0.92839742 0.54441363],[0.54188609 0.98565638 0.2839148 ]
[ 0.73196942  0.28450164 -0.32521442],[ 0.73219073  0.2638694  -0.30074424],[ 0.73304069  0.2634652  -0.30066764],[ 0.73384887  0.26306903 -0.30057073],[ 0.72444588  0.26303032 -0.32306111],[ 0.71929157  0.26202348 -0.32313144],[ 0.71383953  0.26109591 -0.32319677],[ 0.71555746  0.26531279 -0.15503161],[ 0.68946493  0.26327348 -0.25840917],[ 0.72643006  0.30424955 -0.27023888],[ 0.71697801  0.30241063 -0.30003062],[ 0.71655208  0.36460775 -0.03346299],[ 0.60933793  0.35436708 -0.22620888],[0.70264721 0.46187419 0.15005484],[ 0.50890237  0.4217113  -0.3448295 ],[0.68784374 0.49360883 0.21149461],[ 0.58217674  0.38293704 -0.47474995],[0.68496501 0.52368283 0.22635666],[ 0.60383278  0.38873097 -0.50911874],[0.68765092 0.51164526 0.20858411],[ 0.61445343  0.37366524 -0.48877844],[0.68751788 0.50749898 0.20754428],[ 0.60947454  0.3755244  -0.4661468 ],[0.64521915 0.63033807 0.06798591],[ 0.58796281  0.61738592 -0.06816213],[0.61171621 0.77110791 0.30700281],[0.55277526 0.76449287 0.09917784],[0.58639407 0.86034256 0.58872402],[0.51613069 0.90272713 0.33413208],[0.57412583 0.87460214 0.61375624],[0.51221955 0.91151172 0.35541275],[0.60991824 0.92849809 0.53752452],[0.54147768 0.98518574 0.2395384 ]
[ 0.7312116   0.28452054 -0.32577294],[ 0.73160523  0.26397091 -0.30075285],[ 0.73252219  0.2636427  -0.30067417],[ 0.73342741  0.26333776 -0.30058369],[ 0.7236554   0.26304796 -0.32169002],[ 0.71852487  0.26203287 -0.32175905],[ 0.71307826  0.2611064  -0.32180765],[ 0.71554863  0.26563823 -0.15215361],[ 0.68913335  0.26317775 -0.24780078],[ 0.7258262   0.30422843 -0.27028766],[ 0.71617585  0.30221072 -0.29826671],[ 0.71574104  0.36376747 -0.0240475 ],[ 0.61113656  0.35264859 -0.22238509],[0.70223641 0.45580578 0.17643684],[ 0.51236272  0.41075596 -0.33694524],[0.69068336 0.49885115 0.26811442],[ 0.58971304  0.38420936 -0.44562107],[0.68533719 0.52145922 0.28919613],[ 0.61025929  0.39537394 -0.4758094 ],[0.68777764 0.51166475 0.26948029],[ 0.62074673  0.37979952 -0.45680946],[0.68786192 0.50671142 0.26355314],[ 0.6154387   0.38179961 -0.4372603 ],[0.64523214 0.62490392 0.06859822],[ 0.58931571  0.61337119 -0.06878842],[0.61230743 0.76503909 0.30816546],[0.55336922 0.76112622 0.09753472],[0.5864805  0.85964006 0.5794791 ],[0.51624817 0.90203351 0.32164618],[0.5741204  0.87375051 0.60249186],[0.51222003 0.9112286  0.34248364],[0.60991824 0.92660958 0.53293592],[0.54171884 0.98486412 0.23237161]
[ 0.73121762  0.28386909 -0.30279171],[ 0.73151529  0.26373842 -0.27677792],[ 0.73237634  0.26344854 -0.27669492],[ 0.73320538  0.26317388 -0.27659056],[ 0.72364807  0.26274303 -0.29853404],[ 0.71852696  0.261695   -0.29860136],[ 0.71311945  0.2606793  -0.2986775 ],[ 0.71532738  0.26561216 -0.12934393],[ 0.68918264  0.26245624 -0.23167989],[ 0.72583497  0.30345446 -0.24688473],[ 0.71623731  0.30106643 -0.27599615],[ 0.71582663  0.36354715 -0.0034708 ],[ 0.61456949  0.34613723 -0.22505358],[0.70207536 0.45498842 0.16974857],[ 0.52687532  0.39930332 -0.34173799],[0.69398892 0.5040524  0.22571981],[ 0.60750496  0.37796739 -0.42439666],[0.68819749 0.53139472 0.23980102],[ 0.62535584  0.39215568 -0.45347375],[0.68918866 0.52396917 0.21911971],[ 0.63815194  0.37829307 -0.43582502],[0.68882835 0.51823449 0.21916623],[ 0.63234246  0.37977573 -0.41607171],[0.6452598  0.62301171 0.06938051],[ 0.59019548  0.61054426 -0.06955583],[0.61261153 0.76185757 0.30625743],[0.55387545 0.75891453 0.08274824],[0.58648854 0.85961241 0.57920772],[0.51636708 0.90095645 0.29917654],[0.57410318 0.87374455 0.6024037 ],[0.51220024 0.91041881 0.31931573],[0.60996938 0.92655045 0.53286856],[0.54149371 0.98409367 0.20505002]
[ 0.73058635  0.28315976 -0.28043652],[ 0.73071718  0.26341337 -0.25448945],[ 0.73159921  0.2631349  -0.25441366],[ 0.73247325  0.26287541 -0.25433072],[ 0.72288305  0.26249725 -0.27439928],[ 0.71793002  0.26150852 -0.27447879],[ 0.71267384  0.26052126 -0.27455968],[ 0.71491683  0.2655395  -0.11109376],[ 0.68872344  0.26244071 -0.20499921],[ 0.7254734   0.30268115 -0.22649534],[ 0.71599948  0.30015215 -0.25341764],[0.71591157 0.36170188 0.01119199],[ 0.61879253  0.34168831 -0.22009173],[0.70184547 0.44186443 0.21118781],[ 0.54553509  0.38741979 -0.36303324],[0.6935668  0.48285854 0.36263493],[ 0.6210171   0.37850732 -0.43434152],[0.68704277 0.50179732 0.39107022],[ 0.63615924  0.39090866 -0.45988756],[0.6861909  0.49323562 0.37513107],[ 0.64763975  0.3797738  -0.44201118],[0.6865539  0.48854861 0.36073893],[ 0.64184248  0.37966236 -0.42539281],[0.64543289 0.62047607 0.06949732],[ 0.59119207  0.60781741 -0.06963785],[0.61319542 0.75941098 0.30239719],[0.55508178 0.75626254 0.0456746 ],[0.58628368 0.85968131 0.56826085],[0.51630265 0.90095675 0.22079703],[0.57333219 0.87417752 0.59117466],[0.51157391 0.9104135  0.23666497],[0.60998309 0.92684543 0.5234009 ],[0.54321462 0.98555213 0.12114087]
[ 0.72919685  0.28289634 -0.27107754],[ 0.72969335  0.26333681 -0.24480423],[ 0.7306934   0.26308379 -0.24475107],[ 0.73169386  0.26285252 -0.24466166],[ 0.72156483  0.26243109 -0.26282635],[ 0.71669465  0.26146048 -0.26290697],[ 0.71145421  0.26048616 -0.26298487],[ 0.71488053  0.26560524 -0.10087399],[ 0.68825465  0.26245129 -0.18578543],[ 0.72438467  0.30259839 -0.21742192],[ 0.71459782  0.29985592 -0.2417253 ],[0.71627903 0.36179531 0.00950332],[ 0.62109411  0.33996871 -0.20570152],[0.70179617 0.44617075 0.17629105],[ 0.55832875  0.38542217 -0.35449284],[0.69320202 0.49163449 0.24855132],[ 0.62764561  0.38481104 -0.37369493],[0.68572712 0.51292002 0.26501089],[ 0.6463666   0.39234093 -0.39528865],[0.68321663 0.50439996 0.24581809],[ 0.65359378  0.38096434 -0.38287604],[0.6833185  0.49850357 0.24350333],[ 0.64924735  0.38328749 -0.36653891],[0.64541352 0.62065494 0.0682469 ],[ 0.59111404  0.60779744 -0.06830403],[0.61333692 0.75966209 0.27734369],[0.55499029 0.75661427 0.03334704],[0.5862745  0.85977924 0.54032892],[0.51616246 0.90106291 0.2051224 ],[0.57313454 0.87462938 0.56212968],[0.51136005 0.91074085 0.21984509],[0.61014551 0.92796409 0.48660412],[0.54307491 0.98531544 0.09877978]
[ 0.72690481  0.28130859 -0.24819675],[ 0.72683978  0.26256594 -0.22203466],[ 0.72787815  0.26239616 -0.2219837 ],[ 0.72899532  0.2622444  -0.22192331],[ 0.7189002   0.26164138 -0.24248192],[ 0.71414912  0.26077089 -0.24256925],[ 0.70907354  0.25982437 -0.24266979],[ 0.71331984  0.26534805 -0.08085725],[ 0.68646032  0.26233622 -0.17572914],[ 0.72239023  0.30123085 -0.19517136],[ 0.71242219  0.29827225 -0.22241914],[0.71664816 0.36089191 0.03265034],[ 0.62083042  0.33934113 -0.21300066],[0.70479834 0.44017333 0.1870763 ],[ 0.57941556  0.3846463  -0.35954437],[0.69619399 0.45950663 0.29579818],[ 0.64114308  0.39302212 -0.37011167],[0.68943381 0.47293112 0.31243229],[ 0.65882725  0.39952645 -0.39024308],[0.688676   0.46139368 0.29883555],[ 0.66518927  0.38721934 -0.37901086],[0.68867052 0.45820084 0.29260856],[ 0.66071284  0.38765585 -0.36307845],[0.64563584 0.62031406 0.06820761],[ 0.59103572  0.60789412 -0.06826073],[0.61348999 0.76013404 0.26382244],[0.5549289  0.75693923 0.01843687],[0.58627737 0.85945398 0.543486  ],[0.51617122 0.90125817 0.18330291],[0.57312375 0.87447435 0.56721419],[0.51128453 0.9109959  0.19744799],[0.61019063 0.92795688 0.49611241],[0.54279035 0.98647088 0.07756538]
[ 0.72506851  0.28018719 -0.20210488],[ 0.72466779  0.26162627 -0.18191758],[ 0.72548133  0.26151004 -0.18192656],[ 0.72639167  0.26141348 -0.18189663],[ 0.7174288   0.26080739 -0.20842044],[ 0.71289551  0.26008171 -0.20850067],[ 0.70804632  0.25926712 -0.20854196],[ 0.71070993  0.26492628 -0.06577245],[ 0.68542212  0.26231098 -0.18417946],[ 0.72010791  0.30055493 -0.15683611],[ 0.71073574  0.2975491  -0.19149967],[0.71629709 0.3613354  0.02919021],[ 0.62008965  0.3439337  -0.22294149],[0.68190348 0.44133177 0.18534401],[ 0.61788154  0.40492296 -0.29119772],[0.64512491 0.46260437 0.25123292],[ 0.66945875  0.39430755 -0.17472179],[0.6304599  0.47490993 0.2655502 ],[ 0.68931508  0.39717171 -0.18175489],[0.6319291  0.46191499 0.24871382],[ 0.67946416  0.38252157 -0.18502094],[0.63430822 0.45785224 0.24772933],[ 0.67579305  0.38562611 -0.17151746],[0.64563596 0.62191886 0.06818277],[ 0.59086907  0.6109122  -0.06822306],[0.61339676 0.76197857 0.26495585],[0.55424774 0.76198399 0.02831457],[0.58632654 0.85982293 0.52868992],[0.51581568 0.90364385 0.18973653],[0.57313621 0.87562221 0.55098385],[0.51055539 0.91320646 0.20259479],[0.61080807 0.92864507 0.48432308],[0.54269564 0.9907465  0.09018943]
[ 0.72428018  0.27881423 -0.21182759],[ 0.72379845  0.26067719 -0.19133209],[ 0.72464514  0.26064783 -0.19134001],[ 0.72560918  0.2606335  -0.19129837],[ 0.71653765  0.25986099 -0.21697631],[ 0.71195424  0.25920287 -0.21705034],[ 0.70708895  0.25841898 -0.21708083],[ 0.7098425   0.26463905 -0.07309245],[ 0.68438303  0.26197016 -0.18923756],[ 0.71924233  0.29953545 -0.1658626 ],[ 0.70978945  0.2964564  -0.1993843 ],[0.71562731 0.36151496 0.02542729],[ 0.6200006   0.34523413 -0.23192883],[0.67719489 0.45024034 0.16327061],[ 0.62913167  0.41928163 -0.27453473],[0.64006501 0.47023985 0.23819034],[ 0.67409468  0.39533955 -0.15196316],[0.62661707 0.48386356 0.23367743],[ 0.69891888  0.3957319  -0.15913822],[0.62930459 0.47080913 0.22759154],[ 0.68623006  0.38041577 -0.16339433],[0.63117462 0.46593753 0.23754649],[ 0.68263215  0.38478157 -0.14936462],[0.64586705 0.62255949 0.06946771],[ 0.59086126  0.61154151 -0.06938462],[0.61341131 0.76320845 0.27085784],[0.55412418 0.76356101 0.04043341],[0.58632964 0.86074799 0.52941263],[0.51566595 0.90443331 0.2078793 ],[0.57301211 0.87828165 0.54990578],[0.51017272 0.91409683 0.22115748],[0.61172211 0.92887986 0.48340064],[0.54264224 0.99145734 0.11119118]
[ 0.72388273  0.27839893 -0.21108262],[ 0.72320765  0.26043949 -0.19118598],[ 0.72403395  0.26041928 -0.19120176],[ 0.72498786  0.26040891 -0.19117332],[ 0.71600741  0.25969702 -0.21863031],[ 0.71144128  0.25908706 -0.21870978],[ 0.70658821  0.25833184 -0.21873419],[ 0.70906413  0.26457331 -0.07293851],[ 0.68377459  0.26195785 -0.19615598],[ 0.71875656  0.29932943 -0.16469005],[ 0.70947552  0.2964026  -0.20050922],[0.71142089 0.36123788 0.03208135],[ 0.62028968  0.34624782 -0.23752463],[0.67403126 0.45748469 0.16376723],[ 0.61951357  0.43869022 -0.26226583],[0.64142966 0.47609806 0.23382547],[ 0.66677254  0.39315209 -0.14091024],[0.62923062 0.49226245 0.23460248],[ 0.68327224  0.37499043 -0.14836316],[0.63148475 0.48034266 0.22459845],[ 0.67993647  0.36417085 -0.15580615],[0.63289851 0.4748666  0.23045103],[ 0.67363453  0.37365946 -0.13976152],[0.64576149 0.62270319 0.0739924 ],[ 0.59084892  0.61215305 -0.073826  ],[0.61338937 0.76362401 0.27277094],[0.55381745 0.76493186 0.04203577],[0.5863325  0.86178482 0.51355439],[0.51566666 0.90485936 0.21325502],[0.57278562 0.88023943 0.53319383],[0.5101791  0.91450304 0.22738567],[0.61219424 0.92934608 0.47010818],[0.54253292 0.99119127 0.11924145]
