[0.69239962 0.26777995 0.10411604],[0.69053149 0.25439647 0.05942971],[0.68812484 0.253059   0.05947564],[0.68519652 0.25133973 0.05942114],[0.69882399 0.25688478 0.06557994],[0.69742656 0.25691828 0.06563523],[0.69227803 0.26000622 0.06552846],[ 0.68056691  0.25915787 -0.07895346],[ 0.688411    0.26456332 -0.05358149],[0.68547547 0.27820021 0.06355937],[0.69241452 0.27882445 0.07059121],[ 0.63301736  0.3313202  -0.12648717],[ 0.70812523  0.34774292 -0.07442955],[ 0.57575345  0.36933085 -0.00883712],[ 0.68071651  0.35250059 -0.09387168],[0.59672368 0.3387453  0.19925705],[ 0.68582135  0.29320353 -0.12305621],[0.59608132 0.33105674 0.21662903],[ 0.67686313  0.27011549 -0.12775075],[0.60606772 0.32664591 0.20549364],[ 0.66925943  0.26742616 -0.12951227],[0.60929954 0.33073479 0.20230241],[ 0.66830254  0.27186263 -0.1234007 ],[ 0.60820454  0.58623254 -0.01907739],[0.64045787 0.60350698 0.01892591],[0.58360833 0.72991937 0.13253871],[0.60072708 0.74435019 0.1828569 ],[0.5635221  0.87426573 0.24740657],[0.57343853 0.87164968 0.28947508],[0.55115592 0.89344275 0.25804883],[0.56686008 0.89467537 0.30887017],[0.54568303 0.87888908 0.22980317],[0.55354613 0.88267142 0.30763862]
[ 0.76154417  0.30133221 -0.33401063],[ 0.76098442  0.27878898 -0.31546384],[ 0.7615546   0.27859294 -0.31547138],[ 0.7619226   0.27846283 -0.31542346],[ 0.75318235  0.27698755 -0.33383268],[ 0.74743736  0.27533531 -0.33392054],[ 0.7407167   0.27376378 -0.33396137],[ 0.74569935  0.28041902 -0.1925303 ],[ 0.71491581  0.2737228  -0.28113016],[ 0.75700736  0.32115299 -0.2860311 ],[ 0.74618554  0.31828642 -0.30991   ],[ 0.76521277  0.39147517 -0.11875002],[ 0.62871325  0.36618713 -0.20876196],[ 0.74266088  0.49864286 -0.02734031],[ 0.5357188   0.47258598 -0.22533278],[ 0.701621    0.56534976 -0.09161243],[ 0.53803039  0.41751906 -0.31984058],[ 0.68993461  0.59564102 -0.10734179],[ 0.53997535  0.38468304 -0.34449369],[ 0.68947721  0.59059036 -0.12556471],[ 0.54890954  0.36805168 -0.34965748],[ 0.68930447  0.5806852  -0.10006944],[ 0.55205184  0.37962064 -0.32273239],[0.66800171 0.64054072 0.0342906 ],[ 0.60669547  0.62102628 -0.03442468],[0.62256336 0.78494656 0.20569655],[0.57171369 0.78463173 0.07437744],[0.59080756 0.86665952 0.47043133],[0.54147398 0.91652167 0.29707971],[0.58000469 0.87691647 0.49214283],[0.53769314 0.93017578 0.31592482],[0.6068241  0.92834586 0.41911334],[0.53286439 0.97118479 0.19723983]
[ 0.75870925  0.30131811 -0.33594638],[ 0.75843799  0.2789754  -0.31574965],[ 0.75895298  0.27882004 -0.31575018],[ 0.75931811  0.27872771 -0.31569788],[ 0.75046355  0.27706736 -0.33490509],[ 0.74447501  0.2754024  -0.33499736],[ 0.73733771  0.27383381 -0.33503336],[ 0.74320447  0.28066748 -0.19351931],[ 0.71099746  0.27387041 -0.28076106],[ 0.75342178  0.3211869  -0.28692487],[ 0.74256772  0.31831783 -0.31174928],[ 0.76141417  0.38920698 -0.11846584],[ 0.62553871  0.3661488  -0.20826468],[ 0.74008769  0.49737129 -0.02876783],[ 0.53142703  0.47586563 -0.2580975 ],[ 0.69767773  0.56566161 -0.08902653],[ 0.53956264  0.41932043 -0.40398273],[ 0.68544674  0.59901261 -0.10416012],[ 0.54357612  0.38871261 -0.43662962],[ 0.68363488  0.59000087 -0.12316372],[ 0.55252397  0.37017372 -0.4387846 ],[ 0.68452072  0.5806998  -0.09731634],[ 0.55501461  0.38218626 -0.40652093],[0.66647261 0.64037174 0.03427462],[ 0.60430038  0.62135005 -0.03440776],[0.62027681 0.78519714 0.18987477],[0.56849623 0.78688741 0.05489283],[0.59063089 0.86728764 0.48170534],[0.53942972 0.91826445 0.28888345],[0.5795306  0.87924045 0.50748169],[0.53747624 0.93051988 0.30502161],[0.60692549 0.9305042  0.42869812],[0.53275931 0.97267967 0.19378786]
[ 0.75491178  0.30373004 -0.33435968],[ 0.75585884  0.28130099 -0.31516632],[ 0.75650942  0.28110096 -0.31517118],[ 0.75705737  0.28093019 -0.31511492],[ 0.74763405  0.27927864 -0.33410197],[ 0.74184382  0.277473   -0.33419046],[ 0.73484761  0.27568057 -0.33422637],[ 0.74238968  0.28135616 -0.188953  ],[ 0.70885801  0.27426913 -0.27805099],[ 0.74967206  0.32239106 -0.28428894],[ 0.73848909  0.31972572 -0.30927473],[ 0.7585066   0.38443801 -0.1032926 ],[ 0.62377441  0.36612621 -0.20792446],[ 0.73732865  0.49300283 -0.01302923],[ 0.53058565  0.47585222 -0.25189951],[ 0.69601297  0.56442624 -0.08769305],[ 0.53828752  0.41785002 -0.37984744],[ 0.68310189  0.59406596 -0.09843796],[ 0.54045796  0.38728827 -0.41008931],[ 0.68158281  0.58795345 -0.11834022],[ 0.55017263  0.36952761 -0.41522568],[ 0.68395489  0.57514149 -0.09583931],[ 0.5531581   0.38131598 -0.38348907],[0.66572887 0.63899982 0.04036884],[ 0.60426682  0.62131882 -0.04050607],[0.61964113 0.783162   0.22215743],[0.56855524 0.78446728 0.06739379],[0.59032524 0.86716425 0.48955137],[0.5394063  0.91758001 0.29093352],[0.57902431 0.87910867 0.51270664],[0.53746778 0.92992461 0.30871803],[0.60772866 0.93107808 0.4359785 ],[0.53406966 0.97236723 0.19006863]
[ 0.7559129   0.30260429 -0.30807418],[ 0.75579536  0.2810849  -0.2892932 ],[ 0.75609893  0.28078732 -0.28930363],[ 0.75629383  0.28054067 -0.28926057],[ 0.74844205  0.27919391 -0.31072569],[ 0.74284685  0.27734271 -0.31081325],[ 0.7354421   0.27556178 -0.31087953],[ 0.74006915  0.28084108 -0.16804296],[ 0.70971364  0.27426636 -0.26802754],[ 0.75052989  0.32076767 -0.26096311],[ 0.73986858  0.3182731  -0.28926364],[ 0.75477821  0.38269708 -0.08210488],[ 0.62391388  0.36612284 -0.20942196],[0.73595434 0.48898396 0.03398161],[ 0.52952439  0.47524342 -0.27502844],[0.69877708 0.54378611 0.01747796],[ 0.53779709  0.4175719  -0.40730292],[0.68671989 0.55700779 0.01447363],[ 0.54207742  0.38718072 -0.43787274],[6.88918829e-01 5.42701185e-01 3.56185221e-04],[ 0.55246937  0.36979809 -0.43974203],[0.68990946 0.53710741 0.01241948],[ 0.55437297  0.38114133 -0.40984851],[0.66432482 0.63892204 0.04577128],[ 0.60413492  0.6215995  -0.04588002],[0.6191715  0.78168601 0.24715456],[0.56842792 0.78316855 0.08818699],[0.5901292  0.86734062 0.51535577],[0.53907472 0.91463655 0.3301993 ],[0.57780856 0.8812111  0.5383935 ],[0.53662968 0.92749715 0.35083315],[0.6102981  0.93104762 0.46530542],[0.53650725 0.96933562 0.23545031]
[ 0.75645214  0.30310482 -0.29827398],[ 0.75611961  0.28196427 -0.27962941],[ 0.75633681  0.28155473 -0.27962774],[ 0.75643069  0.28122491 -0.27959156],[ 0.7490114   0.28031078 -0.3035171 ],[ 0.74348056  0.27853474 -0.30361587],[ 0.73580635  0.27678496 -0.30370694],[ 0.73942035  0.28100148 -0.15699759],[ 0.7099092   0.27481472 -0.26797342],[ 0.75061804  0.32091588 -0.25025982],[ 0.74069262  0.31851801 -0.2823424 ],[ 0.75307781  0.38200006 -0.05966451],[ 0.62444878  0.3658556  -0.21879658],[0.73465669 0.4865301  0.09788902],[ 0.53049237  0.47439256 -0.31206429],[0.70154727 0.50580072 0.14095524],[ 0.53889596  0.41540176 -0.45974579],[0.68957019 0.51189786 0.15226111],[ 0.54738688  0.38726309 -0.49243975],[0.69419014 0.49622911 0.13880827],[ 0.55713511  0.36972329 -0.48998728],[0.69512427 0.4935528  0.13844489],[ 0.55712152  0.38100928 -0.46074924],[0.66396219 0.63933241 0.05271937],[ 0.60363114  0.62253815 -0.05281094],[0.61857975 0.78204733 0.24062781],[0.56597698 0.78499484 0.06912112],[0.5890187  0.86835116 0.55177611],[0.53571981 0.91757321 0.31046632],[0.57442719 0.88341063 0.57970268],[0.53208333 0.92920119 0.33057651],[0.61022329 0.93397611 0.50991303],[0.53673112 0.97067225 0.2093906 ]
[ 0.75694299  0.30299741 -0.31653741],[ 0.75660175  0.28185493 -0.2983461 ],[ 0.75682503  0.28148264 -0.29834044],[ 0.75691593  0.28119299 -0.29833028],[ 0.74936283  0.28016493 -0.32569394],[ 0.74357259  0.27840835 -0.32575375],[ 0.73679811  0.27668533 -0.32590973],[ 0.73912001  0.280927   -0.16905135],[ 0.71124977  0.274876   -0.2924144 ],[ 0.75096691  0.32060739 -0.26584539],[ 0.74113882  0.31820923 -0.30365273],[ 0.75356811  0.38242573 -0.07485428],[ 0.62413943  0.3635492  -0.23661821],[0.7358166  0.48741972 0.01116938],[ 0.53135991  0.47383195 -0.35625735],[ 0.73709559  0.47591439 -0.05572429],[ 0.54187262  0.41651616 -0.54706699],[ 0.73084581  0.46668205 -0.05903935],[ 0.55202198  0.39260304 -0.58607948],[ 0.73935783  0.45155218 -0.05511453],[ 0.56146812  0.37211147 -0.57951134],[ 0.73599684  0.45432654 -0.05498414],[ 0.56153351  0.38122362 -0.54727727],[0.66401792 0.63979191 0.05051084],[ 0.60310233  0.62256855 -0.05061654],[0.61743611 0.78346187 0.23588081],[0.56573117 0.78497005 0.06872591],[0.58770812 0.87109828 0.58317757],[0.53565395 0.91731292 0.34920952],[0.5722512  0.88705605 0.6143533 ],[0.53201336 0.92849773 0.37360007],[0.6095655  0.93754637 0.53585237],[0.53766102 0.96977788 0.24610397]
[ 0.75721306  0.30295831 -0.3172985 ],[ 0.75685436  0.28176275 -0.29928166],[ 0.7571708   0.28140101 -0.29927894],[ 0.75736004  0.2811251  -0.2992579 ],[ 0.74949336  0.28005725 -0.32470959],[ 0.74404407  0.27831015 -0.32478467],[ 0.73808944  0.27660364 -0.32492539],[ 0.73991734  0.28083146 -0.17233925],[ 0.71296704  0.27478901 -0.28897792],[ 0.75139749  0.32011268 -0.26723078],[ 0.74137294  0.3176856  -0.30203968],[ 0.7544772   0.38249657 -0.07060986],[ 0.62464035  0.36104992 -0.2359663 ],[0.7349996  0.48804721 0.08509153],[ 0.53232235  0.4734306  -0.34545773],[0.72800517 0.50203341 0.11481752],[ 0.54618889  0.41670513 -0.52225888],[0.71907079 0.51130116 0.12731403],[ 0.55668199  0.39468929 -0.55966711],[0.72436941 0.4986656  0.11056715],[ 0.56530607  0.37313539 -0.55661261],[0.72285795 0.49583799 0.11019775],[ 0.56513578  0.38196331 -0.52357775],[0.66426641 0.63929045 0.04964008],[ 0.60327899  0.62165141 -0.04975285],[0.61738265 0.78337282 0.23147717],[0.56571114 0.7848466  0.06660219],[0.58694267 0.87331563 0.54640669],[0.53543913 0.91797644 0.3292225 ],[0.57177675 0.88970602 0.57369763],[0.53206098 0.92913204 0.35139734],[0.60765564 0.93867713 0.49846679],[0.53719771 0.96982914 0.22562584]
[ 0.75931823  0.30199522 -0.32996795],[ 0.75868952  0.28076878 -0.31337216],[ 0.7587657   0.28025064 -0.31334618],[ 0.75868773  0.27985373 -0.31333512],[ 0.75232017  0.27957091 -0.34140685],[ 0.74735391  0.27798805 -0.34148902],[ 0.74213964  0.27641135 -0.34164503],[ 0.74048865  0.27938992 -0.19126032],[ 0.71704429  0.27465519 -0.31850988],[ 0.75246555  0.31923112 -0.28099325],[ 0.74405468  0.31706104 -0.31884748],[ 0.75469273  0.38253072 -0.07662984],[ 0.62533247  0.36074644 -0.27207384],[0.73451906 0.49002674 0.0964295 ],[ 0.53242725  0.47314876 -0.4040994 ],[0.73505616 0.50993854 0.1569957 ],[ 0.55337483  0.41452208 -0.58703643],[0.72937536 0.51324749 0.17592527],[ 0.56583393  0.39422423 -0.62538981],[0.73578328 0.50199032 0.16285111],[ 0.57265204  0.37308633 -0.61706114],[0.73319274 0.50102723 0.15487024],[ 0.57168311  0.38126156 -0.58583349],[0.66440338 0.64277083 0.05554598],[ 0.60333246  0.62416548 -0.05569096],[0.61529791 0.79115367 0.25335544],[0.56513393 0.79375392 0.05239574],[0.58502805 0.88297313 0.60794526],[0.5336355  0.92547071 0.3195917 ],[0.56927454 0.9008615  0.63977504],[0.52956337 0.93510759 0.34053811],[0.60583889 0.94451159 0.56398803],[0.53854024 0.9781847  0.2244354 ]
[ 0.7604565   0.30170509 -0.32861871],[ 0.76067626  0.28052124 -0.31114346],[ 0.76120728  0.28000656 -0.31113166],[ 0.7616654   0.27962452 -0.31109825],[ 0.75358742  0.2793555  -0.34091431],[ 0.74830145  0.27775231 -0.34098673],[ 0.7429328   0.27619022 -0.34114495],[ 0.74314845  0.27902028 -0.18875587],[ 0.7187196   0.27431214 -0.30865246],[ 0.75381827  0.31898308 -0.27955729],[ 0.74476105  0.3167873  -0.31706107],[ 0.755328    0.38166538 -0.07970206],[ 0.62575829  0.36078894 -0.25697663],[0.73009765 0.49109617 0.0712848 ],[ 0.53264952  0.47297424 -0.36829987],[0.70753038 0.56074184 0.02666625],[ 0.56040406  0.41437981 -0.40648514],[0.69128788 0.58348042 0.02360286],[ 0.57489038  0.39584929 -0.43045497],[0.70110685 0.57236195 0.00331154],[ 0.58028877  0.37308884 -0.42215291],[0.69950885 0.56328082 0.01821895],[ 0.57927781  0.38084167 -0.40164191],[0.66471064 0.64250213 0.05800391],[ 0.60438764  0.62415063 -0.05812851],[0.61547989 0.790613   0.2554211 ],[0.56538594 0.79268938 0.06467161],[0.58516884 0.88122708 0.57069385],[0.53378099 0.92377454 0.32047823],[0.57255375 0.89813495 0.60323632],[0.52967578 0.93294561 0.34177351],[0.60684407 0.94333541 0.52346742],[0.54128426 0.97777843 0.22376676]
[ 0.76343548  0.3015826  -0.32311565],[ 0.7644276   0.28044456 -0.30420417],[ 0.76499116  0.2799235  -0.30420464],[ 0.76545322  0.2795389  -0.30414909],[ 0.75728977  0.27930355 -0.33331376],[ 0.75210297  0.27769992 -0.33339977],[ 0.74621141  0.27610502 -0.33351088],[ 0.74748743  0.27875534 -0.18033078],[ 0.72244465  0.27399534 -0.30353731],[ 0.75652593  0.31871808 -0.27389833],[ 0.74724829  0.3166045  -0.31165174],[ 0.75572574  0.37939489 -0.07654663],[ 0.63075411  0.36013868 -0.2513327 ],[0.72878379 0.49360758 0.05772609],[ 0.53368163  0.47326362 -0.3405233 ],[ 0.70604253  0.58983243 -0.01627097],[ 0.56539458  0.41402146 -0.40757805],[ 0.6843546   0.61378312 -0.02401794],[ 0.57946336  0.39579406 -0.4345963 ],[ 0.69869763  0.60938168 -0.04534056],[ 0.58436012  0.37293485 -0.43119508],[ 0.69622624  0.59872109 -0.02568962],[ 0.58322257  0.37943611 -0.40544391],[0.66604847 0.63951534 0.06195972],[ 0.60855889  0.62376577 -0.06207492],[0.61905134 0.78586203 0.2762709 ],[0.5674144  0.79197866 0.06609251],[0.58547801 0.88099444 0.55634671],[0.53384966 0.92215031 0.30509225],[0.57497585 0.89665926 0.58517861],[0.52926832 0.93237197 0.32446465],[0.60983098 0.9429304  0.50839889],[0.54408103 0.97726852 0.21165173]
[ 0.76643026  0.30161411 -0.32323256],[ 0.76772928  0.28041586 -0.3044773 ],[ 0.76817405  0.27989531 -0.30447623],[ 0.76850623  0.27945396 -0.3044284 ],[ 0.76084405  0.27923867 -0.33383536],[ 0.75589758  0.2776359  -0.33392069],[ 0.74981183  0.27605531 -0.33401123],[ 0.750521    0.27821562 -0.18135512],[ 0.72565907  0.27373943 -0.30924752],[ 0.75980246  0.31871882 -0.27408043],[ 0.75083238  0.31664568 -0.31240118],[ 0.75621957  0.37769473 -0.07824351],[ 0.63510793  0.36018622 -0.25941226],[0.72856528 0.49674246 0.01562106],[ 0.5403139   0.47438192 -0.32457384],[ 0.69855112  0.58843982 -0.06083704],[ 0.56993967  0.41617435 -0.40524411],[ 0.68569636  0.6288954  -0.07221038],[ 0.58180702  0.39675102 -0.43194222],[ 0.69824642  0.62287921 -0.09338363],[ 0.58638656  0.37333137 -0.43103561],[ 0.69535148  0.61172235 -0.07054714],[ 0.58558291  0.38004574 -0.40427256],[0.66829038 0.63720626 0.06489006],[ 0.61155975  0.62280083 -0.06500719],[0.6205613  0.7831201  0.30185819],[0.5727405  0.78836423 0.07109849],[0.58562988 0.88004494 0.55666584],[0.53427821 0.92129844 0.29309592],[0.57562387 0.89657664 0.58015442],[0.52831078 0.93219376 0.31059524],[0.61141729 0.93924725 0.51029187],[0.545901   0.9766404  0.19876078]
[ 0.76951087  0.30085829 -0.3017756 ],[ 0.77065867  0.27980301 -0.28300089],[ 0.77109057  0.27921814 -0.28302807],[ 0.77140868  0.27871263 -0.28296882],[ 0.76404679  0.27882701 -0.31286037],[ 0.75942063  0.27730423 -0.31293234],[ 0.75360847  0.27575761 -0.31298265],[ 0.75322288  0.27750215 -0.16397181],[ 0.72901881  0.27359182 -0.30395055],[ 0.76344937  0.3178798  -0.2542631 ],[ 0.75485957  0.31623557 -0.29320982],[ 0.75633472  0.37438053 -0.06560819],[ 0.64078075  0.36019403 -0.25393793],[0.72706836 0.49505812 0.02198042],[ 0.54902327  0.4742665  -0.25448582],[ 0.69565475  0.58036733 -0.03914928],[ 0.57653403  0.41798571 -0.26383597],[ 0.68524504  0.61764902 -0.04890738],[ 0.5869844   0.39900273 -0.2802943 ],[ 0.69865918  0.61073077 -0.06980049],[ 0.59060866  0.37456226 -0.28163329],[ 0.69576758  0.60014755 -0.04882409],[ 0.59062618  0.38155177 -0.2621786 ],[0.67062569 0.63503212 0.06889227],[ 0.61592823  0.62278241 -0.06894886],[0.62573588 0.77798289 0.30861172],[0.57946646 0.78925437 0.0739532 ],[0.58572364 0.87574559 0.55666387],[0.53433859 0.9212783  0.2860319 ],[0.57659239 0.89217907 0.57838047],[0.52634037 0.93334216 0.30297562],[0.61270183 0.93555617 0.51598525],[0.55594504 0.97525728 0.19343317]
[ 0.77245772  0.29913792 -0.30740023],[ 0.77261066  0.27818382 -0.28871134],[ 0.77278048  0.27751631 -0.2887336 ],[ 0.77281797  0.27694243 -0.28867593],[ 0.76684469  0.27742192 -0.31628948],[ 0.76273167  0.27606159 -0.31637216],[ 0.75762808  0.27467903 -0.31643996],[ 0.75359374  0.27643928 -0.16806355],[ 0.73236984  0.27339539 -0.30980825],[ 0.76670855  0.31637433 -0.25934941],[ 0.75946087  0.31523797 -0.29460678],[ 0.75684404  0.37333587 -0.06732883],[ 0.64505446  0.36023894 -0.27094349],[0.7270242  0.49288189 0.0229489 ],[ 0.55359024  0.47355992 -0.27029067],[ 0.69650674  0.57500631 -0.04602698],[ 0.58096921  0.42074183 -0.29318413],[ 0.68845391  0.60649163 -0.05684716],[ 0.59122765  0.40162116 -0.3132813 ],[ 0.69909841  0.59952933 -0.07908401],[ 0.59425718  0.37815222 -0.31348214],[ 0.69647443  0.59098297 -0.05663302],[ 0.59415019  0.38620821 -0.29160532],[0.67082423 0.63249892 0.07869723],[ 0.61884958  0.62236005 -0.07873695],[0.62961155 0.77139753 0.35441431],[0.59210294 0.78915411 0.06720199],[0.58578628 0.86841196 0.62320185],[0.53836787 0.92189771 0.255808  ],[0.57741445 0.8797943  0.64641082],[0.52661836 0.93671596 0.27105346],[0.61515224 0.92616111 0.59212029],[0.56472939 0.97504771 0.15667899]
[ 0.77384013  0.29800007 -0.30838433],[ 0.77370757  0.27705279 -0.28859469],[ 0.77384508  0.276301   -0.28861395],[ 0.7738598   0.27565533 -0.28854451],[ 0.76800752  0.27638429 -0.31807071],[ 0.76388872  0.27507389 -0.31814644],[ 0.75879228  0.27374351 -0.31820986],[ 0.75417817  0.2753236  -0.16348386],[ 0.73367912  0.27291593 -0.30846161],[ 0.76819152  0.3152166  -0.2589089 ],[ 0.76126707  0.31435472 -0.29667765],[ 0.75726628  0.36982107 -0.05739908],[ 0.64696395  0.36003616 -0.27770311],[0.72748649 0.49584213 0.03289609],[ 0.5610677   0.46857023 -0.27711338],[ 0.69683969  0.57754046 -0.03799983],[ 0.58333033  0.42180434 -0.30509824],[ 0.69124407  0.60593992 -0.04737281],[ 0.5936687   0.40613738 -0.32552367],[ 0.69940108  0.59837341 -0.07102885],[ 0.59720868  0.38103423 -0.32725042],[ 0.69694984  0.58861881 -0.04905374],[ 0.59719598  0.39050272 -0.30416855],[0.67264599 0.6288963  0.08770937],[ 0.62274301  0.62012094 -0.0877744 ],[0.63199663 0.7687813  0.36665425],[0.60160542 0.78869277 0.049707  ],[0.58574265 0.86849201 0.63993669],[0.54089248 0.92203623 0.22816496],[0.57233179 0.88027543 0.66324794],[0.5268032  0.9387092  0.24228422],[0.61705172 0.92528188 0.60788691],[0.56738347 0.97528338 0.12413453]
[ 0.77481449  0.29800749 -0.29262406],[ 0.77495432  0.2770558  -0.27279156],[ 0.77497953  0.27630854 -0.27281374],[ 0.7748695   0.27566805 -0.27275902],[ 0.7695148   0.27638307 -0.30625355],[ 0.76557177  0.27507004 -0.30630332],[ 0.76084769  0.27373564 -0.30635089],[ 0.75450891  0.27522123 -0.14975019],[ 0.73557597  0.27276036 -0.30672553],[ 0.7688269   0.31514624 -0.24343021],[ 0.76211798  0.31421521 -0.28740129],[ 0.754785    0.36948296 -0.04972649],[ 0.64908624  0.35892373 -0.28039411],[0.72323596 0.49342248 0.03604983],[ 0.56518018  0.46102637 -0.32575944],[ 0.6974169   0.58070916 -0.03719116],[ 0.58392656  0.42414072 -0.37519908],[ 0.69081235  0.60834712 -0.04933154],[ 0.59546506  0.41133192 -0.40667972],[ 0.69544804  0.59931117 -0.0743046 ],[ 0.59888232  0.3886593  -0.40561643],[ 0.69371003  0.58904052 -0.0491331 ],[ 0.59878528  0.39733073 -0.37524503],[0.67286956 0.62538755 0.09230335],[ 0.62321985  0.61636817 -0.09236117],[0.63307989 0.76512301 0.34117541],[0.60379809 0.78604096 0.07927414],[0.58409244 0.86985409 0.60633814],[0.5446955  0.92012751 0.30735031],[0.56719619 0.88166505 0.63142502],[0.52990758 0.93702084 0.32661408],[0.61675906 0.92574006 0.56756002],[0.57118255 0.97284275 0.2164931 ]
[ 0.77445561  0.29816663 -0.29811114],[ 0.77476478  0.27726445 -0.27840191],[ 0.77492958  0.27654296 -0.27841944],[ 0.77498382  0.27592263 -0.27835861],[ 0.76897001  0.27651343 -0.31005991],[ 0.76489574  0.27515802 -0.310121  ],[ 0.75998318  0.27376419 -0.3101708 ],[ 0.75551212  0.27523038 -0.15446687],[ 0.73517287  0.2727212  -0.30561587],[ 0.76864946  0.31517574 -0.24867687],[ 0.7614997   0.31421646 -0.29039028],[ 0.75364029  0.36858162 -0.05354292],[ 0.65020257  0.35927755 -0.27851287],[0.71791446 0.49102804 0.02836677],[ 0.56453317  0.45878235 -0.31806785],[ 0.68926585  0.58036792 -0.05327873],[ 0.58517009  0.42375448 -0.32324833],[ 0.68181485  0.6083262  -0.06640734],[ 0.59820724  0.40974227 -0.34662202],[ 0.68278444  0.599944   -0.08885619],[ 0.60176939  0.38743782 -0.34334624],[ 0.68126667  0.58934432 -0.0644731 ],[ 0.60155046  0.39570251 -0.32086185],[0.67280549 0.62479526 0.09307745],[ 0.62391102  0.61687386 -0.09316401],[0.63332748 0.76125503 0.33315212],[0.60553724 0.78505147 0.0989626 ],[0.5838958  0.86839074 0.59831351],[0.55135274 0.91370577 0.34336486],[0.56534731 0.88182265 0.62874311],[0.53581095 0.93295366 0.36418086],[0.61740202 0.92089289 0.5550065 ],[0.58168262 0.96121794 0.26030743]
[ 0.77407622  0.29874974 -0.30900002],[ 0.77432519  0.27805242 -0.28785381],[ 0.77454352  0.27734375 -0.28787044],[ 0.77467591  0.27673566 -0.28780231],[ 0.76843268  0.27708098 -0.31972942],[ 0.76428485  0.27557424 -0.31977242],[ 0.75935781  0.27398556 -0.31978589],[ 0.75574166  0.27548409 -0.15804838],[ 0.7344287   0.27266338 -0.3077727 ],[ 0.76824945  0.31554285 -0.2577897 ],[ 0.76114023  0.31433842 -0.29961497],[ 0.75386786  0.36769205 -0.05503025],[ 0.64897257  0.35933331 -0.27617031],[0.71952575 0.49076068 0.0180415 ],[ 0.56193984  0.45928809 -0.32183832],[ 0.69205326  0.57936275 -0.0658307 ],[ 0.58315957  0.42535162 -0.37698963],[ 0.69113237  0.61844856 -0.07880618],[ 0.59562284  0.41019663 -0.40563011],[ 0.68961352  0.61206257 -0.10259458],[ 0.59931439  0.38674504 -0.40192571],[ 0.68624991  0.60100895 -0.0773451 ],[ 0.59924614  0.39623538 -0.37533206],[0.67275578 0.62458622 0.08959655],[ 0.62361991  0.61702567 -0.089697  ],[0.63326395 0.76236576 0.33084914],[0.60565054 0.78426951 0.09954467],[0.58398139 0.86774647 0.59673095],[0.55330622 0.91092372 0.34233767],[0.56522232 0.88197714 0.6230039 ],[0.53840894 0.9299168  0.36326057],[0.61715615 0.92093915 0.55070806],[0.57862008 0.96185762 0.25712395]
[ 0.77374423  0.29814973 -0.30242524],[ 0.77402294  0.27714771 -0.28183553],[ 0.77426428  0.27643862 -0.28186479],[ 0.77441663  0.27584201 -0.28179806],[ 0.76804477  0.27616131 -0.31410316],[ 0.76385182  0.27466297 -0.31413776],[ 0.75891078  0.2730284  -0.31415337],[ 0.75554466  0.27489644 -0.15637717],[ 0.73393434  0.27178937 -0.30662504],[ 0.76796168  0.31519663 -0.25261813],[ 0.76066285  0.3139163  -0.29462177],[ 0.75371712  0.36760175 -0.05459914],[ 0.64835608  0.35936826 -0.27333802],[0.71973419 0.49080959 0.02452339],[ 0.56050843  0.46071488 -0.25703895],[ 0.69117415  0.58005387 -0.05420321],[ 0.58153433  0.42630917 -0.22846219],[ 0.68621951  0.6140303  -0.06635016],[ 0.5933603   0.41087472 -0.24514127],[ 0.68921244  0.61052251 -0.0888565 ],[ 0.59717083  0.38611689 -0.24778144],[ 0.68632239  0.59919554 -0.06522565],[ 0.59715104  0.39571205 -0.22708499],[0.67273295 0.6249277  0.08722081],[ 0.62338734  0.61709654 -0.0872971 ],[0.63318384 0.76335543 0.32533598],[0.60401905 0.78329086 0.1012916 ],[0.58400261 0.8676644  0.58214957],[0.55395406 0.91058159 0.34697649],[0.56547475 0.88228363 0.60411805],[0.53988618 0.92783386 0.36826178],[0.61706913 0.92034572 0.54198998],[0.57880229 0.96056885 0.26297587]
[ 0.7735256   0.29496005 -0.30975777],[ 0.77386171  0.27302673 -0.28863785],[ 0.77417165  0.27246755 -0.28867477],[ 0.77439451  0.27208617 -0.28859961],[ 0.76775682  0.27190438 -0.32004863],[ 0.76363552  0.27039304 -0.3200891 ],[ 0.75867438  0.26882246 -0.32010224],[ 0.75546014  0.27251452 -0.15963182],[ 0.73370349  0.26881513 -0.30631217],[ 0.76775229  0.31252232 -0.25884056],[ 0.76025343  0.31114846 -0.29954284],[ 0.75580454  0.36692229 -0.05519132],[ 0.64781743  0.35931984 -0.27311763],[0.72035605 0.49084201 0.01708555],[ 0.56207997  0.46122953 -0.22185731],[ 0.69188225  0.58800066 -0.084583  ],[ 0.58064419  0.4212611  -0.16390786],[ 0.68661529  0.61925274 -0.10184009],[ 0.59222257  0.40094805 -0.1734826 ],[ 0.68989879  0.61359292 -0.12495206],[ 0.59628505  0.3748205  -0.1790728 ],[ 0.68697536  0.6014033  -0.097133  ],[ 0.59613526  0.38331556 -0.16295214],[0.67287755 0.62502277 0.08565131],[ 0.62310076  0.61698997 -0.08573389],[0.63387036 0.76405823 0.32218686],[0.60282129 0.78301543 0.09519106],[0.58398038 0.86846864 0.57554877],[0.55301249 0.91125363 0.3328113 ],[0.56544679 0.88281792 0.59656096],[0.5397464  0.92822003 0.35303265],[0.61751902 0.92225498 0.53302348],[0.57733834 0.96137112 0.24373767]
