[0.63454217 0.31464159 0.11156805],[0.63494718 0.29819551 0.06567793],[0.63126713 0.29735896 0.06565371],[0.6247021  0.29552284 0.06553115],[0.64515799 0.30108669 0.08058052],[0.64722437 0.30170158 0.08060566],[0.64838547 0.30197081 0.08050822],[ 0.6203019   0.30173579 -0.09040716],[ 0.65098798  0.30788982 -0.01868311],[0.62862355 0.32829836 0.06551363],[0.63920569 0.33261403 0.08477616],[ 0.574368    0.37994394 -0.12876466],[ 0.69538796  0.41208592 -0.0298821 ],[ 0.55301899  0.4000923  -0.01792645],[0.70381248 0.42335469 0.08301356],[0.57554251 0.3548291  0.09242672],[0.78705353 0.40044269 0.19275326],[0.57477868 0.34722272 0.08436523],[0.8043009  0.42286783 0.19636187],[0.5825724  0.34209904 0.07559459],[0.78571868 0.44123504 0.18523958],[0.58436406 0.3476586  0.0944204 ],[0.77816808 0.40338379 0.19186158],[ 0.55173874  0.66116148 -0.06036551],[0.62379801 0.67052954 0.0598781 ],[0.55584699 0.82397151 0.12827809],[0.60829175 0.7873925  0.31088883],[0.53729922 0.9351685  0.22419879],[0.58267921 0.87134087 0.51926208],[0.54766929 0.95962256 0.23620203],[0.57980281 0.89375591 0.54479492],[0.5136224  0.94877267 0.20652476],[0.55898362 0.89154357 0.56196666]
[ 0.81206095  0.37616962 -0.39619577],[ 0.81180573  0.35169184 -0.37914795],[ 0.81257141  0.35130483 -0.37925857],[ 0.81328088  0.35098961 -0.37935942],[ 0.80347842  0.34978321 -0.391581  ],[ 0.79778552  0.34798339 -0.39165464],[ 0.79134113  0.34626243 -0.39175847],[ 0.79785097  0.35003516 -0.2214994 ],[ 0.7641024   0.34435481 -0.28120619],[ 0.80731332  0.39741722 -0.33043876],[ 0.79682487  0.39333394 -0.34761241],[ 0.82547635  0.47341564 -0.08709981],[ 0.67608935  0.42446578 -0.18137354],[0.80306864 0.61555123 0.09020527],[ 0.58041537  0.53210831 -0.33910799],[0.75739151 0.74833405 0.07566058],[ 0.58546597  0.44820222 -0.66936296],[0.74519461 0.78770161 0.06896196],[ 0.59831744  0.41715759 -0.72606099],[0.74042642 0.78030425 0.03804561],[ 0.61177778  0.40735695 -0.73650891],[0.74158061 0.76480138 0.06605399],[ 0.61311007  0.41496536 -0.67913121],[0.71202409 0.76306528 0.0119399 ],[ 0.635692    0.73552555 -0.01165217],[0.66767925 0.91080129 0.06335117],[0.59135365 0.91046178 0.08629216],[0.63076258 1.05622816 0.38726109],[0.55999458 1.0477885  0.39988995],[0.62468964 1.06776607 0.41529006],[0.5583744  1.0674243  0.43088728],[0.61646569 1.12750852 0.30965778],[0.53529203 1.11353517 0.29162508]
[ 0.81148493  0.37562382 -0.38520366],[ 0.81119633  0.35128981 -0.36944711],[ 0.81184787  0.35089484 -0.3695603 ],[ 0.81245488  0.3505761  -0.36965883],[ 0.80313921  0.34929469 -0.38457197],[ 0.79758519  0.34741268 -0.38465127],[ 0.79123747  0.34560436 -0.38473612],[ 0.79622829  0.34951103 -0.2188158 ],[ 0.76357281  0.34343573 -0.28167745],[ 0.80635387  0.39664572 -0.32141191],[ 0.79625064  0.39254829 -0.34197634],[ 0.82292986  0.47190282 -0.08942536],[ 0.6735428   0.42409867 -0.18209007],[0.80057442 0.61574161 0.0745052 ],[ 0.58736438  0.54164451 -0.33787525],[0.7565515  0.74815679 0.05395152],[ 0.59047735  0.44785252 -0.64282662],[0.74436271 0.78765029 0.04482727],[ 0.60172111  0.41455236 -0.69518459],[0.73986417 0.78030849 0.01470577],[ 0.6136384   0.40494066 -0.70412111],[0.74086154 0.76490235 0.04451858],[ 0.61388928  0.41204679 -0.65140086],[0.71152234 0.76299846 0.01258176],[ 0.63469785  0.7356106  -0.01230532],[0.66740501 0.91296655 0.04769268],[0.58907652 0.91681594 0.07195683],[0.62925303 1.07507181 0.35965666],[0.55428308 1.06243217 0.36616921],[0.62218785 1.08629084 0.38660106],[0.55201882 1.08155513 0.3949421 ],[0.61623693 1.14903831 0.28041407],[0.53431737 1.12883878 0.25530761]
[ 0.81052524  0.37506437 -0.39102808],[ 0.81040126  0.35081184 -0.37634274],[ 0.81115037  0.35046422 -0.37649909],[ 0.81184149  0.35016581 -0.37662786],[ 0.80203772  0.34868813 -0.38884345],[ 0.79635513  0.3467935  -0.38893151],[ 0.78987134  0.34495774 -0.38903108],[ 0.79603469  0.34897661 -0.22285166],[ 0.76233876  0.34298101 -0.28259772],[ 0.80549228  0.39612931 -0.32731053],[ 0.7951594   0.39198509 -0.34375626],[ 0.82296467  0.47174087 -0.09712534],[ 0.67362899  0.42340443 -0.17676786],[0.80058515 0.61621392 0.04043977],[ 0.59573102  0.55548131 -0.31292963],[ 0.75630826  0.74808222 -0.02878236],[ 0.59779012  0.47068131 -0.63280398],[ 0.74376613  0.78759772 -0.04959393],[ 0.60274619  0.42951238 -0.68911368],[ 0.7394712  0.780325  -0.0844173],[ 0.61347318  0.41300809 -0.70310932],[ 0.74062026  0.76508301 -0.04128343],[ 0.61426538  0.42288694 -0.64452946],[0.71142757 0.76277268 0.01257559],[ 0.63401377  0.73478919 -0.01229537],[0.66646618 0.91784853 0.04170428],[0.58665109 0.92193145 0.0541055 ],[0.62578177 1.07887673 0.36128557],[0.55037767 1.06756437 0.34861991],[0.61821163 1.09033537 0.38818446],[0.5477497  1.08622503 0.3762669 ],[0.61305267 1.15143192 0.27188009],[0.53347361 1.1350404  0.22461936]
[ 0.81009358  0.37324414 -0.4104268 ],[ 0.8096388   0.34898725 -0.39426699],[ 0.81039917  0.34861311 -0.39440253],[ 0.81109273  0.34828743 -0.39451116],[ 0.80102128  0.3470341  -0.40512323],[ 0.79518282  0.3453117  -0.40520018],[ 0.7885071   0.34363413 -0.40529352],[ 0.79539144  0.34723103 -0.23579824],[ 0.76132965  0.34212622 -0.28771806],[ 0.80496043  0.39453477 -0.34542778],[ 0.79462028  0.39037648 -0.35961556],[ 0.82301271  0.47153822 -0.11195381],[ 0.67377567  0.42326891 -0.17868705],[0.80065697 0.61689323 0.018573  ],[ 0.59961444  0.5609616  -0.31869659],[ 0.75632018  0.74802208 -0.04889065],[ 0.60066855  0.49271092 -0.6404084 ],[ 0.74376762  0.78746122 -0.07060388],[ 0.60285389  0.4507311  -0.69730979],[ 0.73946941  0.78023326 -0.10547511],[ 0.61297572  0.42912278 -0.7106638 ],[ 0.74062508  0.76507258 -0.06152638],[ 0.61415923  0.44114321 -0.65291798],[0.7114256  0.76055229 0.01250018],[ 0.63378215  0.7327013  -0.01220063],[0.66625988 0.91767144 0.0485248 ],[0.5864681  0.92154425 0.05437385],[0.62555909 1.07611191 0.36287951],[0.54830873 1.06404901 0.34826806],[0.61775899 1.08803928 0.38851765],[0.54574358 1.0821501  0.37541834],[0.61312926 1.14822125 0.26832443],[0.53150666 1.13216734 0.22140391]
[ 0.80907899  0.37264231 -0.41467756],[ 0.80876648  0.34810913 -0.39839393],[ 0.80955392  0.3476344  -0.39851856],[ 0.81028616  0.34720987 -0.39862496],[ 0.80006695  0.34639806 -0.41009316],[ 0.79414332  0.34479275 -0.41016966],[ 0.78736341  0.34322613 -0.41027036],[ 0.79514927  0.3461329  -0.23768422],[ 0.76007599  0.3418293  -0.29229635],[ 0.80400401  0.39389488 -0.34841102],[ 0.79358184  0.38985494 -0.36376706],[ 0.82307827  0.47120938 -0.1116081 ],[ 0.67387265  0.42317721 -0.18198058],[0.80063856 0.61729133 0.02345373],[ 0.6033113   0.56471735 -0.32758248],[ 0.7563315   0.74758756 -0.03662925],[ 0.60295308  0.50828069 -0.6443783 ],[ 0.74377489  0.78649604 -0.05729796],[ 0.60495585  0.46741202 -0.70372683],[ 0.73950934  0.7794646  -0.0928859 ],[ 0.61324108  0.44263184 -0.72921413],[ 0.74078596  0.76438493 -0.04929707],[ 0.61443955  0.45643806 -0.65888065],[0.71146214 0.75955141 0.01251049],[ 0.6336937   0.73129171 -0.01220892],[0.66588795 0.91745538 0.05606   ],[0.58628738 0.92103595 0.0589486 ],[0.62554586 1.07236898 0.38356045],[0.54921353 1.06135476 0.35912842],[0.61770505 1.08369458 0.41171512],[0.54668295 1.07897747 0.38772598],[0.61317331 1.14513195 0.3004652 ],[0.53171551 1.130162   0.23870333]
[ 0.80918694  0.37154254 -0.41782871],[ 0.80864984  0.34675512 -0.40163785],[ 0.80937308  0.34614995 -0.40173763],[ 0.81006444  0.34560344 -0.40182048],[ 0.80010223  0.34533584 -0.41408348],[ 0.7941941   0.34385741 -0.41415733],[ 0.78743637  0.34244838 -0.41426602],[ 0.79499125  0.34504622 -0.24208328],[ 0.75998795  0.34141251 -0.30005592],[ 0.80382526  0.39279044 -0.35195041],[ 0.7935015   0.38901678 -0.36821735],[ 0.82305908  0.47106165 -0.11222108],[ 0.67395109  0.42316109 -0.20023637],[0.80073249 0.61741215 0.02381179],[ 0.60456598  0.56757087 -0.34203762],[ 0.75651598  0.74621379 -0.0287599 ],[ 0.6052568   0.51073295 -0.67322254],[ 0.74395049  0.78476155 -0.04869705],[ 0.60899436  0.47415587 -0.73668939],[ 0.73974818  0.77764791 -0.08383811],[ 0.61436898  0.45084774 -0.7606805 ],[ 0.74113637  0.76283139 -0.0411213 ],[ 0.61545086  0.46347654 -0.6897074 ],[0.71147472 0.75921476 0.01361626],[ 0.6334151   0.72988099 -0.01328066],[0.66598487 0.91623014 0.0633879 ],[0.58633661 0.91825622 0.06528749],[0.62562406 1.06251884 0.41415364],[0.54963219 1.05868959 0.38765875],[0.61795926 1.07178771 0.44457459],[0.54688025 1.07829905 0.41836023],[0.61447901 1.1385808  0.33138177],[0.5319801  1.1275003  0.26779073]
[ 0.80952662  0.37030637 -0.41990972],[ 0.80899507  0.34554401 -0.40369707],[ 0.80967391  0.34487495 -0.40378913],[ 0.81031168  0.34427482 -0.40384993],[ 0.80052072  0.34420368 -0.41678756],[ 0.79463315  0.34273222 -0.41686821],[ 0.78789186  0.34139058 -0.41697922],[ 0.79498136  0.3439644  -0.2442137 ],[ 0.76019198  0.34072176 -0.30545384],[ 0.80409443  0.39154589 -0.35406071],[ 0.79379475  0.38795307 -0.37119639],[ 0.82312745  0.4707666  -0.11347631],[ 0.6737715   0.42303783 -0.20722692],[0.80082977 0.61757809 0.02595214],[ 0.60446149  0.569749   -0.35759646],[ 0.75653803  0.74544013 -0.03166384],[ 0.60735428  0.50333339 -0.69851446],[ 0.74400687  0.78348607 -0.05282523],[ 0.61143577  0.46775392 -0.76255113],[ 0.73978335  0.77632803 -0.08809288],[ 0.61592698  0.44506216 -0.78389925],[ 0.74120957  0.76193815 -0.04432498],[ 0.61675155  0.45670334 -0.71420336],[0.7114324  0.75981516 0.01368258],[ 0.63278115  0.7300449  -0.01333615],[0.66610175 0.91618973 0.06541552],[0.58627117 0.91812211 0.08821718],[0.62629759 1.06128681 0.41431156],[0.54983246 1.05797648 0.42054224],[0.61806387 1.0703088  0.44453788],[0.54735398 1.07618248 0.45228472],[0.61640471 1.13816237 0.3313995 ],[0.53203452 1.12698448 0.30547652]
[ 0.80974054  0.3703455  -0.42311564],[ 0.80918944  0.34553093 -0.40678915],[ 0.80986339  0.34486979 -0.40686995],[ 0.81049347  0.34427291 -0.40690595],[ 0.80073929  0.34412846 -0.41975325],[ 0.79483885  0.34261075 -0.41984147],[ 0.78807479  0.34121543 -0.41994882],[ 0.79508877  0.34392974 -0.24669568],[ 0.76018035  0.34045583 -0.30793101],[ 0.80414373  0.3915776  -0.35735416],[ 0.79383397  0.38797957 -0.37444013],[ 0.82297266  0.4708105  -0.11607393],[ 0.67320037  0.42307094 -0.20930099],[0.80088788 0.61863983 0.02459837],[ 0.60445261  0.57193589 -0.36533108],[ 0.75649405  0.74532527 -0.03676944],[ 0.60795492  0.50008184 -0.71267694],[ 0.74386096  0.783162   -0.05783523],[ 0.61194766  0.46393746 -0.77674162],[ 0.73957109  0.77598286 -0.09291589],[ 0.61648613  0.44248685 -0.79719329],[ 0.74106938  0.7617541  -0.04938804],[ 0.61740935  0.45393851 -0.72815549],[0.71122593 0.76164931 0.01394391],[ 0.63189781  0.73101598 -0.01357585],[0.66656983 0.91563338 0.0708535 ],[0.58591342 0.91807002 0.09220006],[0.62853742 1.0583359  0.41750225],[0.56146258 1.013219   0.42191663],[0.62001556 1.06724036 0.44711703],[0.5482263  1.0751251  0.45322666],[0.61979038 1.13658261 0.33275518],[0.53227651 1.12679231 0.30590865]
[ 0.80989236  0.36932039 -0.42266241],[ 0.80921996  0.34502217 -0.40659809],[ 0.80989599  0.34447768 -0.40666407],[ 0.81052256  0.34399658 -0.40670729],[ 0.80081654  0.34341273 -0.41845971],[ 0.79487687  0.34183103 -0.41853338],[ 0.78818536  0.34037131 -0.41864792],[ 0.79512531  0.34385386 -0.24507877],[ 0.76036161  0.339486   -0.30354846],[ 0.80418921  0.39089444 -0.35588321],[ 0.79391921  0.38700861 -0.37406078],[ 0.82264984  0.47083786 -0.11542146],[ 0.67316782  0.42292652 -0.20499957],[0.8009308  0.62087822 0.02559868],[ 0.60492766  0.56970745 -0.35661489],[ 0.75652444  0.74533468 -0.03761743],[ 0.60705155  0.50334203 -0.70114672],[ 0.74402088  0.78299123 -0.05961802],[ 0.61096674  0.46604195 -0.76290739],[ 0.73973244  0.77552861 -0.09508497],[ 0.6162113   0.44254628 -0.78204173],[ 0.7412008   0.76148468 -0.05053079],[ 0.61716521  0.4553504  -0.71530277],[0.71084601 0.76260906 0.01376409],[ 0.63134491  0.7320435  -0.01337651],[0.66657758 0.91560268 0.0618128 ],[0.58574611 0.91867977 0.09330262],[0.62867039 1.05831492 0.40941209],[0.56115627 1.03105569 0.42804995],[0.62004721 1.06719029 0.43885127],[0.55088514 1.0740267  0.45985961],[0.61977899 1.13619864 0.32332882],[0.53345835 1.12657022 0.31354696]
[ 0.80992442  0.36820447 -0.42047963],[ 0.80937767  0.34443033 -0.40412396],[ 0.81003588  0.34400624 -0.40419093],[ 0.81063509  0.34364784 -0.40423435],[ 0.80101049  0.34273019 -0.41831064],[ 0.79507989  0.34118372 -0.41841221],[ 0.78833532  0.33978742 -0.41851598],[ 0.79517901  0.3437731  -0.2425983 ],[ 0.76043898  0.33912718 -0.29610223],[ 0.80426282  0.39040557 -0.35394844],[ 0.79402399  0.38640511 -0.37303787],[ 0.82263219  0.47087362 -0.12174823],[ 0.67319924  0.4222016  -0.18830626],[ 0.80095655  0.62288934 -0.00152594],[ 0.60489541  0.56887603 -0.33221096],[ 0.75635439  0.74589711 -0.08102037],[ 0.60647887  0.49853861 -0.67423469],[ 0.74392778  0.78312361 -0.10748233],[ 0.61030751  0.46402511 -0.73674762],[ 0.739528    0.77559733 -0.14232178],[ 0.61564624  0.43805483 -0.75780737],[ 0.74105519  0.76165742 -0.09419708],[ 0.61676419  0.45429182 -0.69049388],[0.71053684 0.76233226 0.01250143],[ 0.63130438  0.73177129 -0.01209865],[0.66663957 0.91526186 0.06638264],[0.58565933 0.91831464 0.08845766],[0.62862027 1.05266333 0.4245429 ],[0.56487596 1.00416541 0.41167608],[0.62006235 1.06148446 0.45484796],[0.5517112  1.07056248 0.44145808],[0.61971766 1.12950337 0.34171754],[0.53345978 1.11967468 0.29416448]
[ 0.81007212  0.368139   -0.43019733],[ 0.80943948  0.34440988 -0.4127968 ],[ 0.81009626  0.34402654 -0.41289464],[ 0.81069183  0.34369898 -0.41296998],[ 0.80103624  0.34257975 -0.42525929],[ 0.79513228  0.34097353 -0.42534843],[ 0.78841627  0.33952013 -0.42544326],[ 0.79523361  0.3438122  -0.25086254],[ 0.76053226  0.33883587 -0.30585125],[ 0.8043443   0.39044431 -0.36405963],[ 0.79405397  0.38639233 -0.38078952],[ 0.82264727  0.47090298 -0.13263032],[ 0.67272204  0.42209041 -0.19070651],[ 0.80097264  0.62407792 -0.01102442],[ 0.60480982  0.56917781 -0.3332971 ],[ 0.75634688  0.74596465 -0.09005532],[ 0.6060462   0.4994669  -0.67029727],[ 0.74393189  0.78313899 -0.11565379],[ 0.60890758  0.46062163 -0.73159528],[ 0.73954535  0.77556056 -0.15025213],[ 0.6134454   0.43660942 -0.75309318],[ 0.74108458  0.76164663 -0.10310769],[ 0.61558855  0.45159397 -0.68637121],[0.71049136 0.76156014 0.01118698],[ 0.63122374  0.73137116 -0.01079247],[0.66617286 0.91523439 0.06687495],[0.58551681 0.91812366 0.08684669],[0.62849504 1.05285323 0.42335969],[0.56642699 0.99946535 0.40758458],[0.6200999  1.06191921 0.45354575],[0.55169529 1.07039094 0.43694067],[0.61838496 1.12933373 0.34041142],[0.5334698  1.11874795 0.28806168]
[ 0.81067121  0.3680349  -0.42887083],[ 0.80971223  0.34433988 -0.41165861],[ 0.81032193  0.34399286 -0.41173252],[ 0.81086951  0.34369513 -0.41179681],[ 0.80145919  0.34246552 -0.42264023],[ 0.79554456  0.34085858 -0.42271662],[ 0.788764    0.33940113 -0.42280117],[ 0.79525685  0.34383568 -0.24814942],[ 0.76059556  0.33879575 -0.30770186],[ 0.80456209  0.39047134 -0.3618494 ],[ 0.7941457   0.38641655 -0.3778246 ],[ 0.82265031  0.47092968 -0.12910721],[ 0.67201298  0.42213371 -0.19930339],[0.80120051 0.62417072 0.00563828],[ 0.60466349  0.57076514 -0.33558348],[ 0.75635076  0.7454499  -0.05515071],[ 0.60575426  0.4996112  -0.66696882],[ 0.74392641  0.78206092 -0.07572456],[ 0.60748518  0.45994666 -0.72714126],[ 0.73955029  0.77435857 -0.10969412],[ 0.61190987  0.43703473 -0.74747765],[ 0.74113077  0.76065522 -0.06749141],[ 0.61460608  0.4500269  -0.68181032],[0.71064621 0.76140767 0.01110637],[ 0.63120282  0.73140943 -0.01072182],[0.66636199 0.91455102 0.06581062],[0.5855242  0.91797906 0.08680888],[0.62846822 1.05483758 0.42283687],[0.5683502  0.99784487 0.41604766],[0.62012947 1.06379187 0.45339546],[0.5523963  1.07026184 0.44785056],[0.61742961 1.1303426  0.34188926],[0.53743422 1.11867476 0.30396542]
[ 0.81071579  0.36769035 -0.42612052],[ 0.80983174  0.34411108 -0.40871564],[ 0.81043798  0.34382385 -0.40879926],[ 0.81097591  0.34358087 -0.40886655],[ 0.80155259  0.34217051 -0.42049915],[ 0.79564369  0.34057453 -0.42057973],[ 0.78885686  0.33914477 -0.42066818],[ 0.79520231  0.34382418 -0.24679475],[ 0.76063186  0.33864358 -0.30767184],[ 0.80467957  0.39048374 -0.35991713],[ 0.79425484  0.38640386 -0.37655866],[ 0.82262325  0.47118461 -0.12870966],[ 0.67156714  0.42241877 -0.19972025],[0.80124152 0.62468779 0.00486809],[ 0.60506904  0.57284129 -0.33593336],[ 0.75632864  0.74545616 -0.06134511],[ 0.6039902   0.5017162  -0.66698635],[ 0.74391913  0.78196585 -0.08367964],[ 0.60133827  0.46007308 -0.72703069],[ 0.73955858  0.77421778 -0.11777618],[ 0.60780156  0.43783146 -0.74778092],[ 0.74115765  0.76056099 -0.07390806],[ 0.61144173  0.45042881 -0.68218404],[0.71061838 0.76148742 0.01040406],[ 0.63118327  0.73182088 -0.01001731],[0.66650075 0.91451174 0.06613223],[0.58551013 0.91726851 0.08700292],[0.62847197 1.05491996 0.41955978],[0.56842244 0.99578243 0.41329828],[0.62028193 1.06400537 0.44972438],[0.55342001 1.06956136 0.44468442],[0.61722004 1.13015103 0.33952233],[0.53866142 1.11772811 0.30145544]
[ 0.81075466  0.36771032 -0.44236141],[ 0.80992204  0.34413207 -0.42650771],[ 0.81052673  0.34384474 -0.42658377],[ 0.81105691  0.34360152 -0.42664185],[ 0.80160272  0.34218991 -0.43995279],[ 0.79568404  0.34059247 -0.4400444 ],[ 0.78889859  0.33915809 -0.44014281],[ 0.79507792  0.34383786 -0.26755559],[ 0.76063651  0.33860022 -0.33253905],[ 0.80476457  0.39057705 -0.37666112],[ 0.79433405  0.38649383 -0.39472431],[ 0.82262838  0.47118762 -0.13792951],[ 0.67084712  0.4224191  -0.22497284],[0.80127347 0.62466848 0.00713963],[ 0.60479677  0.57316124 -0.35896477],[ 0.75652611  0.74546427 -0.04451881],[ 0.6030072   0.50534493 -0.6805194 ],[ 0.74420571  0.78186399 -0.06238956],[ 0.60067284  0.46503481 -0.73954153],[ 0.74017179  0.77407849 -0.09727597],[ 0.60781235  0.44165796 -0.76053572],[ 0.74181998  0.7605328  -0.05682803],[ 0.61130637  0.45389679 -0.69528931],[0.71103972 0.760207   0.01150431],[ 0.63132423  0.73167223 -0.0111221 ],[0.66662413 0.91253841 0.07237501],[0.58560902 0.91581631 0.08691613],[0.62847483 1.05104971 0.4348805 ],[0.56836152 0.99475443 0.41488385],[0.62029797 1.05902267 0.46663541],[0.56128263 1.00351429 0.44693917],[0.61711538 1.12715793 0.35897711],[0.53878927 1.11744905 0.30284959]
[ 0.8108632   0.36784744 -0.44777498],[ 0.80999839  0.34415284 -0.43247432],[ 0.81059027  0.34385711 -0.43252879],[ 0.81109381  0.34360451 -0.43255949],[ 0.80164921  0.34220096 -0.4469986 ],[ 0.7957111   0.34061143 -0.44710365],[ 0.7889238   0.33921078 -0.44721279],[ 0.79460806  0.34380305 -0.27736184],[ 0.76061141  0.3386175  -0.34661967],[ 0.8047865   0.39077705 -0.38332933],[ 0.7943579   0.38673541 -0.4026753 ],[ 0.82261884  0.47124431 -0.14475684],[ 0.66985708  0.42260459 -0.24419138],[0.80123472 0.62537533 0.00960955],[ 0.60207176  0.57242614 -0.38725662],[ 0.75651181  0.74588847 -0.01565729],[ 0.60298228  0.50393224 -0.70142543],[ 0.74412143  0.78256953 -0.02849598],[ 0.60300511  0.46439829 -0.75838166],[ 0.74013549  0.77459431 -0.06083769],[ 0.60986507  0.44216034 -0.77443671],[ 0.74179667  0.76151186 -0.02601975],[ 0.61217916  0.45376447 -0.71314204],[0.71106374 0.76021409 0.01171659],[ 0.6313085   0.73194909 -0.0113427 ],[0.66714752 0.91044205 0.08255334],[0.58564198 0.91465479 0.09540261],[0.62851775 1.05069852 0.4325552 ],[0.56809682 0.99333876 0.42056623],[0.62043315 1.05877662 0.46337023],[0.5642696  0.99382007 0.45264482],[0.61709344 1.12684071 0.35705397],[0.53872597 1.11656129 0.31412262]
[ 0.81093532  0.36837095 -0.44315639],[ 0.80991602  0.34418708 -0.42713094],[ 0.81042826  0.3438687  -0.42718083],[ 0.8108514   0.34362227 -0.4272213 ],[ 0.80173188  0.34232873 -0.44059882],[ 0.79580289  0.34076265 -0.44068226],[ 0.78900945  0.33940649 -0.44077858],[ 0.79377949  0.34379533 -0.26889175],[ 0.76049286  0.33883411 -0.33559266],[ 0.80473566  0.39133388 -0.37755945],[ 0.79435474  0.3876375  -0.39592722],[ 0.822326    0.47153908 -0.1402096 ],[ 0.66888189  0.42341444 -0.23199809],[0.80086529 0.62659723 0.01582542],[ 0.59778398  0.57406163 -0.37996414],[ 0.75620931  0.74651396 -0.00897866],[ 0.60329318  0.49874184 -0.70024461],[ 0.74341857  0.78382629 -0.02139357],[ 0.60812402  0.45621598 -0.75762361],[ 0.73944938  0.77516961 -0.05339907],[ 0.61413479  0.43655786 -0.77068889],[ 0.74125457  0.76222247 -0.01883209],[ 0.61493188  0.44815275 -0.71039832],[0.71105611 0.76087272 0.01162412],[ 0.63117683  0.73541015 -0.01126306],[0.66697681 0.91271478 0.06625027],[0.58496416 0.91921002 0.09378729],[0.62816638 1.06876647 0.3953203 ],[0.56800538 0.99969476 0.41643485],[0.62018859 1.07869792 0.42348331],[0.55546063 1.06448936 0.44793883],[0.61673486 1.14370775 0.3096402 ],[0.53762513 1.12788093 0.30495086]
[ 0.81083506  0.36913958 -0.41340718],[ 0.80967635  0.34445626 -0.39663529],[ 0.81013411  0.34407583 -0.39671439],[ 0.81051052  0.34377316 -0.39674526],[ 0.80162537  0.34266892 -0.41390052],[ 0.7957164   0.34106427 -0.41401953],[ 0.78893298  0.3396599  -0.41413704],[ 0.79328281  0.34388688 -0.24482098],[ 0.76022023  0.33891568 -0.32910725],[ 0.80456752  0.39173737 -0.35070866],[ 0.79415119  0.38825834 -0.37373847],[ 0.82141238  0.47161171 -0.12002865],[ 0.66419858  0.42379108 -0.22671258],[0.80049121 0.62673104 0.04725888],[ 0.59175527  0.57337171 -0.38104957],[0.75577509 0.74709964 0.0232892 ],[ 0.60452121  0.48148409 -0.70029533],[0.74273944 0.78515339 0.01230807],[ 0.61515963  0.45005223 -0.75761235],[ 0.73884201  0.77668476 -0.01900956],[ 0.62080914  0.43033648 -0.76866686],[0.74070561 0.76379406 0.01385421],[ 0.6196698   0.43871731 -0.70911604],[0.71104544 0.76215762 0.01259814],[ 0.6308344   0.73813558 -0.01226787],[0.6669445  0.91351497 0.05142643],[0.58474445 0.91979009 0.09351987],[0.62802845 1.07280362 0.38903901],[0.56762403 1.00290191 0.41694584],[0.62009543 1.08204353 0.41834816],[0.55077183 1.08020735 0.44913235],[0.61663026 1.14900613 0.30863306],[0.53676379 1.13401818 0.30720925]
[ 0.81048888  0.36973414 -0.39652354],[ 0.80907929  0.34456232 -0.38024378],[ 0.80945444  0.3441304  -0.38033143],[ 0.80973911  0.34378675 -0.38038772],[ 0.80125415  0.34278402 -0.39572063],[ 0.79540342  0.3411313  -0.395827  ],[ 0.78867877  0.33968961 -0.39593422],[ 0.7926687   0.3438634  -0.22927681],[ 0.75978309  0.33890051 -0.30363062],[ 0.80409068  0.39203075 -0.33371466],[ 0.79364204  0.38864759 -0.35432488],[ 0.82127845  0.47158068 -0.11089959],[ 0.66346455  0.4237079  -0.20593655],[0.80039483 0.62677944 0.04524792],[ 0.58818322  0.57308704 -0.36398941],[0.75494254 0.74769986 0.01464653],[ 0.60679704  0.46759242 -0.67601323],[7.41414666e-01 7.85936534e-01 5.54119004e-04],[ 0.62262589  0.43928486 -0.73297179],[ 0.73758072  0.77746409 -0.03061003],[ 0.62824261  0.42112702 -0.7386378 ],[0.73957092 0.76468855 0.00504472],[ 0.62541258  0.42810899 -0.68289703],[0.71095622 0.76278985 0.01242249],[ 0.63056058  0.73827481 -0.01210252],[0.66678214 0.91350615 0.05834259],[0.58443838 0.91963387 0.09260415],[0.62842369 1.06620944 0.42892036],[0.56750387 1.00481594 0.41605163],[0.62129128 1.07408905 0.46246308],[0.55106944 1.07569337 0.44832498],[0.61668187 1.14254737 0.36434963],[0.5367173  1.13242948 0.30906856]
[ 0.81017208  0.37073773 -0.36834809],[ 0.80866164  0.34504464 -0.35450429],[ 0.80898178  0.34452063 -0.35459304],[ 0.80920964  0.34407118 -0.3546696 ],[ 0.80098403  0.34322783 -0.36990792],[ 0.79514331  0.34145972 -0.37000671],[ 0.78838348  0.33990663 -0.37010816],[ 0.79242676  0.34386799 -0.21317294],[ 0.75909436  0.33891094 -0.28618783],[ 0.80370188  0.39255771 -0.30858442],[ 0.7931838   0.38917166 -0.32911906],[ 0.82127607  0.47142491 -0.10230063],[ 0.66308552  0.42181605 -0.19608259],[0.80006343 0.62669629 0.05155401],[ 0.58603638  0.56887192 -0.35478598],[0.75485718 0.74808031 0.03297757],[ 0.60954952  0.45779556 -0.65147275],[0.74131048 0.78649592 0.02248767],[ 0.62876666  0.42894557 -0.70403641],[ 0.73753315  0.77802241 -0.0066068 ],[ 0.63444507  0.41063958 -0.70677769],[0.73951679 0.76528126 0.02454239],[ 0.63130349  0.41767448 -0.65676582],[0.71091551 0.76284164 0.01260797],[ 0.63038671  0.73821431 -0.01230345],[0.66633511 0.91349769 0.04865449],[0.58360898 0.91954857 0.07571572],[0.62795186 1.06547177 0.39103323],[0.55645424 1.04947138 0.37736627],[0.62097609 1.07366288 0.42188996],[0.54954857 1.07719302 0.40794387],[0.61585361 1.14166451 0.33260673],[0.53490233 1.13213265 0.27993912]
