[0.63454217 0.31464159 0.11156805],[0.63494718 0.29819551 0.06567793],[0.63126713 0.29735896 0.06565371],[0.6247021  0.29552284 0.06553115],[0.64515799 0.30108669 0.08058052],[0.64722437 0.30170158 0.08060566],[0.64838547 0.30197081 0.08050822],[ 0.6203019   0.30173579 -0.09040716],[ 0.65098798  0.30788982 -0.01868311],[0.62862355 0.32829836 0.06551363],[0.63920569 0.33261403 0.08477616],[ 0.574368    0.37994394 -0.12876466],[ 0.69538796  0.41208592 -0.0298821 ],[ 0.55301899  0.4000923  -0.01792645],[0.70381248 0.42335469 0.08301356],[0.57554251 0.3548291  0.09242672],[0.78705353 0.40044269 0.19275326],[0.57477868 0.34722272 0.08436523],[0.8043009  0.42286783 0.19636187],[0.5825724  0.34209904 0.07559459],[0.78571868 0.44123504 0.18523958],[0.58436406 0.3476586  0.0944204 ],[0.77816808 0.40338379 0.19186158],[ 0.55173874  0.66116148 -0.06036551],[0.62379801 0.67052954 0.0598781 ],[0.55584699 0.82397151 0.12827809],[0.60829175 0.7873925  0.31088883],[0.53729922 0.9351685  0.22419879],[0.58267921 0.87134087 0.51926208],[0.54766929 0.95962256 0.23620203],[0.57980281 0.89375591 0.54479492],[0.5136224  0.94877267 0.20652476],[0.55898362 0.89154357 0.56196666]
[ 0.68319237  0.32845005 -0.32974702],[ 0.67999125  0.30426356 -0.30099377],[ 0.6802088   0.30386639 -0.301074  ],[ 0.68034536  0.30359221 -0.30118579],[ 0.67352265  0.30369061 -0.31517592],[ 0.66886336  0.30284774 -0.31532326],[ 0.66325378  0.30199972 -0.31541011],[ 0.66659468  0.30729607 -0.14014456],[ 0.63719118  0.30484071 -0.21078387],[ 0.67952502  0.34888002 -0.26863641],[ 0.66931057  0.34579685 -0.2887049 ],[ 0.68833482  0.44121218 -0.06174368],[ 0.55387127  0.39048335 -0.16726783],[0.67852664 0.58503264 0.0014503 ],[ 0.46575418  0.36101285 -0.36448255],[ 0.64258355  0.71553648 -0.05225547],[ 0.47074336  0.25512946 -0.62193048],[ 0.63267863  0.75185746 -0.06607556],[ 0.46929917  0.21940139 -0.68386662],[ 0.6264044   0.74705964 -0.08697983],[ 0.48473993  0.20905614 -0.67179126],[ 0.62794793  0.73457265 -0.06186445],[ 0.48851523  0.22161181 -0.62564301],[0.60431063 0.72004765 0.02609571],[ 0.53641057  0.70317835 -0.02610145],[0.55652791 0.88044661 0.12335186],[0.5327996  0.9003489  0.05967136],[0.51820743 0.96311361 0.50054431],[0.51675826 1.01091182 0.38149297],[0.49949175 0.98756015 0.54515064],[0.50877756 1.02893507 0.41329449],[0.50803369 1.00570023 0.45981798],[0.51877421 1.08516514 0.29056624]
[ 0.67906237  0.32840386 -0.34327188],[ 0.67652696  0.30425605 -0.31507844],[ 0.677001    0.30392382 -0.31515548],[ 0.67742622  0.30373332 -0.31525815],[ 0.66936469  0.30353341 -0.32374746],[ 0.66404164  0.30265537 -0.32389015],[ 0.6578719   0.30180606 -0.3239848 ],[ 0.66525465  0.30751696 -0.15702306],[ 0.63229978  0.30471334 -0.20659271],[ 0.67630255  0.3489491  -0.28390616],[ 0.66550976  0.34561118 -0.2967338 ],[ 0.69020253  0.4428404  -0.08818271],[ 0.55356222  0.39036164 -0.14637098],[ 0.67932582  0.5881514  -0.02985668],[ 0.46464553  0.38826126 -0.33226895],[ 0.64329588  0.71728736 -0.08440419],[ 0.47875911  0.2651636  -0.58502537],[ 0.63328654  0.75290376 -0.106444  ],[ 0.4740797   0.2222041  -0.64233989],[ 0.62625301  0.74695003 -0.12822212],[ 0.48737898  0.21884897 -0.63548458],[ 0.62782347  0.7349382  -0.09345787],[ 0.48891649  0.23535244 -0.59027356],[0.60409045 0.72098511 0.0131693 ],[ 0.53509623  0.70418322 -0.01319867],[0.55843174 0.88098985 0.11775674],[0.53310722 0.89480305 0.08053885],[0.51259416 0.97782302 0.50061148],[0.51496732 1.00469959 0.40955991],[0.50025398 0.99042124 0.54112047],[0.50967884 1.02408385 0.44307619],[0.50756776 1.00956035 0.4550291 ],[0.51027924 1.07666802 0.32699406]
[ 0.67822945  0.32816344 -0.35149902],[ 0.67630225  0.30419153 -0.32494962],[ 0.67693073  0.30386749 -0.32501304],[ 0.67749262  0.30362338 -0.32510313],[ 0.66880488  0.30331168 -0.33229464],[ 0.66320324  0.302347   -0.33242694],[ 0.65672004  0.30147746 -0.33254102],[ 0.66569352  0.3073487  -0.1704686 ],[ 0.63068402  0.304674   -0.20952567],[ 0.67596585  0.34850004 -0.29317787],[ 0.66442955  0.34546363 -0.3046121 ],[ 0.69142956  0.44271761 -0.10773677],[ 0.55376923  0.39033306 -0.1381027 ],[ 0.67985547  0.58806515 -0.04944513],[ 0.46191493  0.41339788 -0.30752856],[ 0.64372194  0.71645123 -0.10957523],[ 0.47975197  0.27940753 -0.57331038],[ 0.63361514  0.75178206 -0.13277265],[ 0.48629355  0.23458348 -0.62886417],[ 0.62651622  0.74622536 -0.15466326],[ 0.49984384  0.23132512 -0.6242547 ],[ 0.6281532   0.73447913 -0.11821395],[ 0.50361311  0.24834071 -0.57919186],[0.60312504 0.72053337 0.00207058],[ 0.53326213  0.70383322 -0.00212796],[0.55996114 0.88319308 0.11162327],[0.5319379  0.89119011 0.10219374],[0.51407826 0.97656178 0.48810083],[0.51235616 1.00057483 0.43457994],[0.50141805 0.99100906 0.52496284],[0.51004869 1.02320433 0.46815363],[0.50878596 1.04399276 0.43632546],[0.49924445 1.07629323 0.35416973]
[ 0.67734301  0.32785404 -0.37917605],[ 0.67581344  0.30414933 -0.35222101],[ 0.67658573  0.30388039 -0.3522639 ],[ 0.67728311  0.30370471 -0.35233313],[ 0.66794258  0.30317277 -0.36107108],[ 0.66212344  0.30221093 -0.36119866],[ 0.65545881  0.30135766 -0.36131459],[ 0.66586387  0.30737725 -0.19274879],[ 0.62972021  0.30460963 -0.236076  ],[ 0.67511034  0.3482832  -0.31868908],[ 0.66324896  0.34520149 -0.33195436],[ 0.69196719  0.44308248 -0.11647864],[ 0.55431491  0.39021069 -0.14889604],[ 0.68007892  0.58793074 -0.05221651],[ 0.459977    0.42854846 -0.33178848],[ 0.64383662  0.71655905 -0.11254777],[ 0.49167648  0.28936669 -0.61315805],[ 0.63379478  0.75207293 -0.1348144 ],[ 0.49984765  0.24703312 -0.67412925],[ 0.62708288  0.74629778 -0.15659954],[ 0.51250279  0.24254613 -0.66477185],[ 0.62863648  0.734662   -0.12140242],[ 0.51733655  0.2591038  -0.61722153],[0.60238349 0.71846163 0.00840953],[ 0.53351927  0.70261848 -0.00847544],[0.5565629  0.87897104 0.12711467],[0.53386843 0.89045155 0.10005637],[0.51724577 0.97373158 0.4971242 ],[0.51539552 1.00798643 0.42733294],[0.50131184 0.9890905  0.53540456],[0.51588237 1.02671576 0.45998734],[0.50444037 1.0437777  0.43683749],[0.50809669 1.07706058 0.34065592]
[ 0.67669934  0.32988226 -0.39977264],[ 0.67587167  0.30649287 -0.37450141],[ 0.67663997  0.30631557 -0.37454885],[ 0.67730194  0.30622995 -0.37461227],[ 0.66799659  0.30492041 -0.38600269],[ 0.66227031  0.30362737 -0.38612756],[ 0.65555459  0.30249494 -0.38623533],[ 0.66600645  0.30870906 -0.21152525],[ 0.63006502  0.30472028 -0.26822498],[ 0.67393267  0.35000032 -0.33624768],[ 0.66203856  0.3462207  -0.35291874],[ 0.69225943  0.44209397 -0.11938572],[ 0.55359113  0.39015335 -0.17939761],[ 0.68011558  0.58616263 -0.04005173],[ 0.46111649  0.43950561 -0.36115265],[ 0.64438993  0.71462846 -0.09856244],[ 0.49919206  0.29745954 -0.63699579],[ 0.63439304  0.75100195 -0.11937221],[ 0.50720906  0.25669232 -0.6976524 ],[ 0.62801653  0.74506003 -0.14165632],[ 0.51841879  0.25135154 -0.6915381 ],[ 0.6294837   0.73327702 -0.10761066],[ 0.52293807  0.26733592 -0.64139211],[0.60252297 0.71754974 0.0126482 ],[ 0.53413063  0.70162624 -0.01270776],[0.55460894 0.87723637 0.13452515],[0.53491801 0.89062816 0.09672374],[0.51862246 0.96961272 0.49930421],[0.5157246  1.01159203 0.41591468],[0.50523305 0.97267586 0.53617895],[0.51455325 1.02925551 0.44758859],[0.50815719 1.04703152 0.44566497],[0.51195598 1.0787921  0.32813671]
[ 0.67684615  0.33097643 -0.38110662],[ 0.676193    0.30782095 -0.35555172],[ 0.67700684  0.30779183 -0.3556129 ],[ 0.67767304  0.30783895 -0.35567626],[ 0.66799939  0.30566984 -0.36748692],[ 0.6621477   0.30412197 -0.36760825],[ 0.65523094  0.30278337 -0.36770514],[ 0.66624385  0.30986011 -0.19625416],[ 0.63003993  0.30472377 -0.25563824],[ 0.67386061  0.35113201 -0.31925711],[ 0.66147411  0.34679174 -0.33641225],[ 0.69229895  0.44159177 -0.10756104],[ 0.55377632  0.39004758 -0.17792979],[ 0.68012339  0.58495271 -0.03347761],[ 0.46390986  0.44810149 -0.35732639],[ 0.64468443  0.71327025 -0.0894141 ],[ 0.50329626  0.30352598 -0.6286003 ],[ 0.63440281  0.75021142 -0.10855402],[ 0.50977212  0.26177371 -0.68867308],[ 0.62813056  0.74386877 -0.13053505],[ 0.51971948  0.25477931 -0.68338829],[ 0.62964296  0.73208898 -0.09702921],[ 0.52405649  0.27097568 -0.63347238],[0.60201973 0.71673435 0.01443377],[ 0.53396285  0.70116419 -0.01449161],[0.55391675 0.87576604 0.12482665],[0.53499609 0.8915416  0.08122753],[0.51889622 0.96743733 0.48066011],[0.51646852 1.01741993 0.38835213],[0.50051093 0.98742372 0.51421183],[0.51475871 1.03418171 0.41866547],[0.50535017 1.05052114 0.42495626],[0.51449066 1.08694696 0.29066688]
[ 0.67680264  0.33092818 -0.37504503],[ 0.67628288  0.3078047  -0.34846157],[ 0.67719561  0.30788034 -0.3485145 ],[ 0.67792833  0.30804622 -0.34856826],[ 0.6676572   0.30554542 -0.36013615],[ 0.66155767  0.30401307 -0.36025482],[ 0.65446615  0.30270728 -0.36035094],[ 0.66642654  0.31073305 -0.18890068],[ 0.62915909  0.30473539 -0.24998   ],[ 0.67381376  0.35164768 -0.31344277],[ 0.66081125  0.34703666 -0.33025694],[ 0.69175935  0.44167474 -0.10218619],[ 0.55434692  0.39048669 -0.17625532],[ 0.67979878  0.5843761  -0.0195753 ],[ 0.46556434  0.45365563 -0.35646251],[ 0.64456499  0.71355069 -0.07442542],[ 0.50991166  0.32081562 -0.62826836],[ 0.6336301   0.75113559 -0.09325854],[ 0.51563001  0.27712506 -0.68813896],[ 0.62744159  0.74524206 -0.11566372],[ 0.52556622  0.2698867  -0.68111247],[ 0.62927043  0.73292518 -0.08232825],[ 0.5296486   0.28863046 -0.63198632],[0.60186362 0.71605343 0.01504169],[ 0.5332588   0.70105135 -0.01509591],[0.55511302 0.87472302 0.12235551],[0.53441197 0.89085293 0.08464792],[0.51894265 0.98213327 0.46856028],[0.51407897 1.01479757 0.39748174],[0.50226027 0.99639976 0.50037092],[0.51206267 1.03197289 0.42842466],[0.5062961  1.05254638 0.40827155],[0.51106691 1.08364117 0.29743162]
[ 0.67494166  0.33100319 -0.37069649],[ 0.6750282   0.30783662 -0.34458119],[ 0.67608082  0.30797103 -0.34466577],[ 0.6769861   0.30822033 -0.34473702],[ 0.66609365  0.30546573 -0.35807732],[ 0.65982234  0.30392724 -0.35816497],[ 0.65279156  0.30263078 -0.35831618],[ 0.66624945  0.31113583 -0.18242171],[ 0.62818241  0.30473539 -0.23009515],[ 0.67220849  0.35174903 -0.31203195],[ 0.65906507  0.34702536 -0.32491103],[ 0.69138288  0.4413453  -0.09794158],[ 0.55422944  0.39043999 -0.15318817],[ 0.67971182  0.58400691 -0.00515493],[ 0.46698141  0.4585641  -0.33088154],[ 0.64479238  0.71287388 -0.06056378],[ 0.51521575  0.33041856 -0.61863482],[ 0.63397247  0.75029415 -0.07883815],[ 0.52084047  0.28829738 -0.67827326],[ 0.62781346  0.74416643 -0.1038392 ],[ 0.530132   0.2816827 -0.6732074],[ 0.62957227  0.73214805 -0.06984946],[ 0.5341357   0.29970932 -0.62466204],[0.60178685 0.71569687 0.0071315 ],[ 0.53270817  0.70056224 -0.00710023],[0.55588901 0.87502003 0.09300934],[0.53268933 0.89051157 0.09112165],[0.51905835 0.98030055 0.43208399],[0.51127625 1.01437974 0.40740824],[0.50408602 0.99745679 0.4629077 ],[0.51110303 1.02871931 0.43846273],[0.50845325 1.02953076 0.36704347],[0.49814081 1.07848251 0.30937153]
[ 0.6733889   0.33096245 -0.35476974],[ 0.67404521  0.30774051 -0.3269861 ],[ 0.67521524  0.30784482 -0.32704881],[ 0.67627317  0.30807903 -0.32711083],[ 0.66486943  0.30527613 -0.33668038],[ 0.65858757  0.3036333  -0.33677652],[ 0.65172565  0.30227408 -0.33687773],[ 0.66610235  0.31108895 -0.16324389],[ 0.62785274  0.30444497 -0.20945987],[ 0.67077273  0.35166344 -0.2937566 ],[ 0.65729636  0.34669596 -0.30585444],[ 0.69067776  0.44132614 -0.07749388],[ 0.55401713  0.39039025 -0.13833472],[0.67967147 0.58382726 0.0231394 ],[ 0.46775699  0.46341255 -0.31959769],[ 0.64575762  0.71228927 -0.02347025],[ 0.5198223   0.34168088 -0.61511821],[ 0.6362437   0.74937314 -0.03959918],[ 0.5260129   0.30106673 -0.67154038],[ 0.6302954   0.74330825 -0.06538772],[ 0.53471339  0.29502615 -0.66837108],[ 0.63156331  0.73110503 -0.03313491],[ 0.5383743   0.31097335 -0.62351406],[0.60192961 0.71500391 0.00363802],[ 0.53214896  0.69866186 -0.00359271],[0.55625707 0.8748467  0.08509384],[0.53083527 0.88930434 0.09108837],[0.51963365 0.96706855 0.44889435],[0.51564914 0.9779464  0.41222197],[0.50437182 0.99411815 0.48200288],[0.51205653 1.01689768 0.44456515],[0.50590974 1.01826227 0.38772762],[0.49855122 1.06753778 0.31796628]
[ 0.67168033  0.33022961 -0.35986969],[ 0.67262781  0.30728447 -0.33195704],[ 0.67391574  0.30744091 -0.33202922],[ 0.67515737  0.30773273 -0.33211541],[ 0.66311681  0.30457592 -0.34191063],[ 0.65687883  0.30288246 -0.3420167 ],[ 0.65017563  0.30154526 -0.34212047],[ 0.66582024  0.31073037 -0.16434547],[ 0.62737316  0.30360976 -0.21430483],[ 0.66914028  0.35090908 -0.2967211 ],[ 0.65537053  0.34561768 -0.30982867],[ 0.69076747  0.44031972 -0.07510926],[ 0.55379117  0.38979238 -0.14643975],[0.67932832 0.58350778 0.03661922],[ 0.46841341  0.46750259 -0.32271007],[0.6461603  0.71139908 0.0035289 ],[ 0.52132803  0.34431648 -0.60988963],[ 0.63697755  0.748079   -0.00725201],[ 0.52759975  0.3044495  -0.66684097],[ 0.63118219  0.74197692 -0.03439686],[ 0.53583509  0.29797184 -0.66643441],[ 0.63241202  0.72994357 -0.00607934],[ 0.53927261  0.31301844 -0.61956733],[0.60205799 0.71421105 0.00583117],[ 0.53153437  0.69742793 -0.00580763],[0.55646306 0.87518996 0.05401692],[0.53013295 0.88827074 0.08368416],[0.53228462 0.95845795 0.51456237],[0.51465285 0.98131454 0.41041237],[0.52684492 0.95935911 0.5622257 ],[0.5124082  1.00436294 0.44395408],[0.51217622 0.99033225 0.49864492],[0.50088763 1.06052971 0.32628927]
[ 0.67120063  0.32882774 -0.35943723],[ 0.67209262  0.30633554 -0.33181086],[ 0.67344177  0.30650052 -0.3318795 ],[ 0.67477101  0.30679837 -0.33196661],[ 0.66245729  0.30362222 -0.34096169],[ 0.65620315  0.3019512  -0.34106237],[ 0.6494956   0.30064344 -0.34115538],[ 0.66574699  0.30990547 -0.16459781],[ 0.62714672  0.30275202 -0.21280265],[ 0.66884649  0.34978238 -0.29636639],[ 0.65497851  0.34445679 -0.30871469],[ 0.6908716   0.43871611 -0.07375751],[ 0.55402625  0.38911837 -0.14338171],[0.67897463 0.58130717 0.03277767],[ 0.46872646  0.46889967 -0.32576153],[ 0.64735997  0.71092665 -0.0087302 ],[ 0.52212805  0.34300578 -0.6147815 ],[ 0.63879114  0.74759883 -0.02350886],[ 0.52789837  0.30240518 -0.67562616],[ 0.63327426  0.74147809 -0.04897561],[ 0.53604555  0.296166   -0.66996294],[ 0.63432825  0.72969097 -0.0183298 ],[ 0.53942931  0.31145495 -0.62026477],[0.60213369 0.712915   0.00472662],[ 0.53200632  0.69619328 -0.00469439],[0.55671912 0.87453353 0.07759617],[0.53061903 0.88795644 0.08421965],[0.53077304 0.95589489 0.49660778],[0.51498103 0.98159528 0.41986775],[0.51248968 0.96039736 0.53940141],[0.51513255 1.00592411 0.45428824],[0.5056926  0.99699301 0.44037253],[0.5027405  1.06101787 0.32840091]
[ 0.6714834   0.32887957 -0.35969418],[ 0.67205679  0.30638096 -0.33266217],[ 0.67333347  0.30651987 -0.33272985],[ 0.67458141  0.30678576 -0.33279696],[ 0.66270959  0.3036961  -0.34188017],[ 0.65651739  0.30200359 -0.34197572],[ 0.64982921  0.30068606 -0.34205219],[ 0.66543537  0.30986479 -0.1664892 ],[ 0.62734836  0.30274773 -0.21533588],[ 0.66902596  0.34977859 -0.29672462],[ 0.655523    0.34449559 -0.30924529],[ 0.69093311  0.4373287  -0.07384509],[ 0.55412704  0.38895258 -0.1444224 ],[0.67873085 0.57959598 0.02840797],[ 0.46909842  0.46809226 -0.32528391],[ 0.6474871   0.70970356 -0.04601563],[ 0.52255261  0.34167847 -0.61201984],[ 0.63897341  0.74691945 -0.06747396],[ 0.52789283  0.30047953 -0.67239553],[ 0.63366699  0.74051017 -0.09191886],[ 0.53606123  0.29421282 -0.66695797],[ 0.63473576  0.72856021 -0.05607525],[ 0.53965724  0.30994093 -0.61680418],[0.6026215  0.71205533 0.00490193],[ 0.53264099  0.69611722 -0.004882  ],[0.55705905 0.87196797 0.07948881],[0.53107035 0.88766545 0.08632069],[0.51500428 0.97462547 0.41711783],[0.51832438 0.99485052 0.39588779],[0.50405371 0.98130143 0.44700056],[0.51889718 1.01418757 0.42578131],[0.504884   1.00055921 0.34619823],[0.50688899 1.06703734 0.29998261]
[ 0.67189181  0.3285338  -0.3495813 ],[ 0.67211425  0.30584699 -0.32274362],[ 0.67328763  0.30592477 -0.32280833],[ 0.67443234  0.30612037 -0.32283849],[ 0.66298574  0.30334219 -0.33277589],[ 0.65687203  0.30172127 -0.33286661],[ 0.65023291  0.30047116 -0.33292946],[ 0.66514981  0.30922636 -0.16036518],[ 0.62760639  0.30264094 -0.21193814],[ 0.66931009  0.34929666 -0.28754154],[ 0.65602684  0.34422603 -0.30165344],[ 0.69119507  0.4357456  -0.07012476],[ 0.55419981  0.3888925  -0.14373258],[0.67848724 0.57772297 0.02331359],[ 0.46932793  0.46632019 -0.3240661 ],[ 0.64835417  0.70810103 -0.05824192],[ 0.52254784  0.34098947 -0.61075526],[ 0.64004284  0.74456215 -0.08080803],[ 0.52879739  0.29956847 -0.6711657 ],[ 0.63508362  0.73721063 -0.10447639],[ 0.53710198  0.29327986 -0.66607291],[ 0.63610041  0.72533917 -0.06849889],[ 0.54040277  0.30896732 -0.61501086],[0.60329628 0.71148247 0.0058124 ],[ 0.53519678  0.6963799  -0.0058209 ],[0.55729282 0.8690511  0.07997886],[0.53328812 0.88748091 0.08370907],[0.5125705  0.98430794 0.41661602],[0.52158833 1.00897777 0.36835268],[0.50264704 0.99531084 0.44468388],[0.5207153  1.02725768 0.39604536],[0.50582945 1.04129529 0.34765136],[0.51565403 1.07673955 0.27036268]
[ 0.67284775  0.32850352 -0.36115974],[ 0.67233443  0.30568102 -0.33470649],[ 0.67337918  0.30564204 -0.33476913],[ 0.6744796   0.30567738 -0.33479667],[ 0.66354144  0.30331096 -0.34674275],[ 0.65766591  0.30169737 -0.34684449],[ 0.65102625  0.30043849 -0.34691054],[ 0.66518456  0.30871686 -0.16943245],[ 0.62821257  0.30256858 -0.22986045],[ 0.6695646   0.34913415 -0.29704461],[ 0.65662628  0.34421167 -0.31399795],[ 0.69121945  0.43163487 -0.07059477],[ 0.55473799  0.3888092  -0.15063816],[0.67850345 0.57033831 0.02298748],[ 0.46943599  0.46477392 -0.33326858],[ 0.65111744  0.70113724 -0.0446729 ],[ 0.52182734  0.33867329 -0.62311   ],[ 0.64407879  0.73517019 -0.06365017],[ 0.52805781  0.2970739  -0.68308914],[ 0.639368    0.72861058 -0.0890758 ],[ 0.53635752  0.29061216 -0.67868811],[ 0.63960844  0.71737438 -0.05526457],[ 0.53967702  0.30656701 -0.62736404],[0.60576761 0.70791119 0.00646172],[ 0.53915268  0.69497955 -0.00647065],[0.55779564 0.86409146 0.08638244],[0.53438467 0.8873567  0.08002328],[0.51309651 0.98042226 0.41499376],[0.52136666 1.01107836 0.35398781],[0.5024572 0.9962222 0.44351  ],[0.5203014  1.02956235 0.38082555],[0.50492644 1.02634525 0.34850866],[0.51553488 1.07748032 0.25442046]
[ 0.67327917  0.32889074 -0.34569326],[ 0.67250144  0.30587342 -0.31817487],[ 0.67350757  0.3057012  -0.31824201],[ 0.67450082  0.3056604  -0.31828672],[ 0.66359681  0.3039518  -0.33249077],[ 0.65790123  0.30249155 -0.33259222],[ 0.65129602  0.30132926 -0.33267063],[ 0.6646561   0.30858189 -0.15247028],[ 0.62834948  0.30333814 -0.22195324],[ 0.66961706  0.34915718 -0.28113049],[ 0.65749204  0.34462377 -0.30105585],[ 0.69114554  0.42824432 -0.05492591],[ 0.55493319  0.38878769 -0.15078847],[0.67857248 0.56618857 0.04776981],[ 0.47038603  0.46310323 -0.33555084],[ 0.65430081  0.69853687 -0.00159837],[ 0.52595174  0.33743954 -0.62149775],[ 0.64820576  0.73058695 -0.01673887],[ 0.53509861  0.29552796 -0.68142378],[ 0.64335382  0.72434497 -0.0415737 ],[ 0.54362333  0.28952578 -0.67317235],[ 0.643345    0.71378785 -0.01175079],[ 0.54572785  0.30543438 -0.62301689],[0.60802168 0.70759922 0.00674674],[ 0.54016298  0.69475073 -0.00676876],[0.56041861 0.86320406 0.08960076],[0.53501761 0.88731134 0.08094829],[0.52125359 0.9673776  0.43069267],[0.52281779 1.01004612 0.36336273],[0.50744665 0.9953447  0.46161693],[0.52190983 1.028458   0.39172417],[0.51124376 1.00891459 0.36946788],[0.51673061 1.07684338 0.26818019]
[ 0.67342985  0.32916179 -0.33695629],[ 0.6726051   0.30590564 -0.31059211],[ 0.67361349  0.30568823 -0.31064934],[ 0.67458701  0.30564874 -0.31067783],[ 0.66380966  0.30414772 -0.32541841],[ 0.65842879  0.30271176 -0.32551247],[ 0.65204012  0.3015447  -0.32558307],[ 0.66447961  0.30817941 -0.14810255],[ 0.62817544  0.30333146 -0.21941271],[ 0.66972661  0.34914112 -0.27309233],[ 0.65803611  0.34484881 -0.29356974],[ 0.69115472  0.42587987 -0.05179098],[ 0.55518425  0.38779312 -0.1527461 ],[0.67862284 0.56346923 0.03956441],[ 0.47231308  0.46192089 -0.34535828],[ 0.65644509  0.69620359 -0.01470933],[ 0.53401911  0.33715671 -0.61946404],[ 0.65119362  0.72861809 -0.03035725],[ 0.55040145  0.29470965 -0.68032777],[ 0.6459356   0.72252744 -0.05471794],[ 0.55883747  0.28820065 -0.66793483],[ 0.64564449  0.71169823 -0.02442819],[ 0.55787909  0.30416858 -0.62096941],[0.60943341 0.70643806 0.01085474],[ 0.54220116  0.69451618 -0.0108469 ],[0.56125671 0.8618995  0.13644077],[0.53677881 0.88727343 0.09070828],[0.52219057 0.97927183 0.43699509],[0.52161592 1.01114333 0.36192462],[0.51195627 0.99871272 0.46641284],[0.51908958 1.02992308 0.38855693],[0.5200578  1.00370407 0.37539747],[0.51665318 1.07658052 0.26564938]
[ 0.67358375  0.32970288 -0.33961743],[ 0.67267895  0.306097   -0.31306452],[ 0.6738072   0.30582395 -0.31312442],[ 0.6748783   0.30571988 -0.31316555],[ 0.66393721  0.30437544 -0.3265149 ],[ 0.65853244  0.30287164 -0.3266221 ],[ 0.65212727  0.30164233 -0.32669842],[ 0.66476649  0.30799994 -0.15043315],[ 0.62727576  0.3031216  -0.21990874],[ 0.6698252   0.34941339 -0.27560025],[ 0.6581496   0.34544611 -0.2954568 ],[ 0.69098479  0.42053926 -0.04751267],[ 0.55577087  0.38691145 -0.15699463],[0.67870909 0.55886638 0.04775688],[ 0.47245532  0.46111545 -0.35221416],[ 0.65879977  0.69276375 -0.01519122],[ 0.53889155  0.33574411 -0.61876404],[ 0.65387845  0.72530711 -0.03231283],[ 0.56032848  0.29842913 -0.67365551],[ 0.64863336  0.72034776 -0.05779517],[ 0.56926978  0.28989378 -0.66004908],[ 0.64798415  0.70906478 -0.02573388],[ 0.56701803  0.30442384 -0.61719871],[0.61061418 0.70498955 0.01701198],[ 0.54430282  0.69450665 -0.01697693],[0.56267351 0.86184007 0.14786039],[0.53781998 0.88788986 0.09105774],[0.53010917 0.98709929 0.43762517],[0.51359451 1.01196039 0.35797462],[0.52152866 1.00364816 0.46444887],[0.50778729 1.03061736 0.38393956],[0.53365123 1.04091406 0.37249824],[0.51334447 1.07718658 0.25721359]
[ 0.67341304  0.33335108 -0.34112829],[ 0.67267466  0.30915928 -0.31413171],[ 0.67376369  0.30860323 -0.31420574],[ 0.67478007  0.30822855 -0.31426448],[ 0.6640451   0.30810782 -0.32715166],[ 0.65862906  0.30656829 -0.3272562 ],[ 0.65222418  0.30506581 -0.32733753],[ 0.66461426  0.30887669 -0.15211879],[ 0.62670761  0.30450371 -0.22188096],[ 0.66993934  0.3512274  -0.27668387],[ 0.65823942  0.34811869 -0.29648274],[ 0.69082898  0.42007571 -0.04648104],[ 0.55631238  0.38696185 -0.15663293],[0.67872095 0.55844128 0.0562248 ],[ 0.47256273  0.46063882 -0.34993696],[ 0.65972823  0.68979526 -0.00119767],[ 0.53933674  0.33649105 -0.61768126],[ 0.65401185  0.72144276 -0.01704994],[ 0.56288773  0.30708694 -0.67192322],[ 0.64908808  0.71721119 -0.04436525],[ 0.57160872  0.29832488 -0.65647757],[ 0.64874834  0.70606077 -0.01270788],[ 0.56877053  0.30965871 -0.61508554],[0.61187977 0.70503205 0.01676024],[ 0.5464381   0.69536817 -0.01668825],[0.56261349 0.86194593 0.13874055],[0.5396927  0.88818336 0.09063397],[0.51932371 0.98839104 0.40151459],[0.52304769 1.02257419 0.34212583],[0.51140881 1.00385344 0.4259057 ],[0.51957697 1.04190207 0.36618876],[0.51811725 1.05109489 0.32562467],[0.52064979 1.08842683 0.23306191]
